"NAME","B08133_001E","B08011_001E","B08011_007E","B08133_007E","B08011_008E","B08133_008E","B08011_009E","B08133_009E","B08011_010E","B08133_010E","B08011_011E","B08133_011E","B08011_012E","B08133_012E","B08011_013E","B08133_013E","B08006_002E","B08006_008E","B08006_016E","B19013_001E","B08006_001E","B08201_001E","B08201_002E","B08201_003E","B08201_004E","B08201_005E","B08201_006E","B25003_001E","B25003_002E","B25003_003E","B02001_001E","B02001_002E","B02001_003E","B02001_004E","B02001_005E","B02001_008E","B02008_001E","B02009_001E","B02010_001E","B02011_001E","B02012_001E","state","county","tract"
"Census Tract 132.01, Providence County, Rhode Island","","2429","474","","240","","419","","81","","182","","90","","27","","2362","0","11","76673","2472","1861","38","595","647","365","216","1861","1524","337","4710","4644","2","23","0","41","4685","2","41","0","0","44","007","013201"
"Census Tract 1.01, Providence County, Rhode Island","","1898","219","","243","","113","","91","","170","","120","","20","","1330","178","43","33460","1979","1159","169","453","330","151","56","1159","548","611","5102","2426","647","10","427","362","2637","872","124","493","62","44","007","000101"
"Census Tract 16, Providence County, Rhode Island","","3274","408","","229","","705","","106","","578","","59","","88","","2647","360","209","36675","3317","2660","385","1396","601","175","103","2660","826","1834","8705","2454","1041","270","356","65","2482","1042","292","385","23","44","007","001600"
"Census Tract 22, Providence County, Rhode Island","40465","2005","188","2935","178","3310","163","3405","61","755","237","5615","154","840","0","-666666666","1692","218","15","33472","2066","1519","254","647","437","108","73","1519","399","1120","4939","2110","1241","39","423","406","2516","1560","167","432","0","44","007","002200"
"Census Tract 5, Providence County, Rhode Island","","871","259","","64","","76","","131","","33","","29","","0","","561","241","12","24523","900","1057","262","487","242","66","0","1057","346","711","2968","606","1159","135","289","205","748","1283","192","322","0","44","007","000500"
"Census Tract 9, Providence County, Rhode Island","","1224","87","","96","","149","","70","","232","","84","","60","","717","163","0","26079","1305","1077","415","415","208","28","11","1077","166","911","2473","1780","181","10","171","75","1843","242","17","182","0","44","007","000900"
"Census Tract 25, Providence County, Rhode Island","44365","1632","111","2580","234","4960","348","9385","74","785","189","2015","171","5085","46","1280","1241","175","16","58304","1686","1289","205","593","383","108","0","1289","171","1118","3039","1470","559","10","485","203","1553","762","130","485","0","44","007","002500"
"Census Tract 31, Providence County, Rhode Island","","1833","261","","125","","305","","115","","466","","56","","39","","1137","203","0","23972","1936","2079","748","865","439","27","0","2079","512","1567","4292","2476","760","21","388","67","2513","813","74","402","0","44","007","003100"
"Census Tract 33, Providence County, Rhode Island","","2268","254","","318","","393","","269","","276","","63","","38","","1872","264","19","77257","2461","1883","46","1008","740","75","14","1883","1117","766","4356","3378","356","14","447","86","3459","373","34","505","55","44","007","003300"
"Census Tract 35, Providence County, Rhode Island","65220","2787","347","5605","293","10245","709","15040","230","6250","510","12405","219","3205","57","695","1940","231","0","50875","2963","2283","268","1092","704","166","53","2283","669","1614","5151","4171","74","0","709","197","4311","168","0","842","0","44","007","003500"
"Census Tract 36.01, Providence County, Rhode Island","","1356","46","","103","","286","","153","","194","","49","","30","","464","76","0","39188","1405","829","212","298","270","29","20","829","193","636","2797","2085","95","0","450","80","2157","103","4","526","63","44","007","003601"
"Census Tract 37, Providence County, Rhode Island","","1711","70","","120","","192","","275","","339","","25","","61","","830","141","26","44427","1804","1719","445","953","218","95","8","1719","579","1140","3499","2879","85","33","241","68","2892","146","46","248","0","44","007","003700"
"Census Tract 101.01, Providence County, Rhode Island","","2133","207","","391","","260","","138","","137","","58","","0","","2064","27","23","71544","2149","1624","55","567","740","201","61","1624","1118","506","4056","3682","143","0","37","157","3814","272","67","40","0","44","007","010101"
"Census Tract 101.02, Providence County, Rhode Island","","1720","313","","455","","257","","187","","41","","40","","0","","1669","23","19","56620","1785","1627","154","589","659","175","50","1627","1038","589","3665","3358","84","0","104","79","3427","116","26","125","0","44","007","010102"
"Census Tract 106, Providence County, Rhode Island","","2871","531","","230","","309","","229","","173","","85","","0","","2729","59","0","46101","2949","2854","268","1124","1105","278","79","2854","1606","1248","6014","5903","17","0","61","33","5936","17","18","61","0","44","007","010600"
"Census Tract 112, Providence County, Rhode Island","","3040","483","","333","","241","","194","","66","","42","","0","","2778","156","55","47317","3168","2461","341","929","868","252","71","2461","1331","1130","5859","5093","192","0","152","113","5206","305","0","152","0","44","007","011200"
"Census Tract 116, Providence County, Rhode Island","","2554","456","","401","","469","","293","","137","","12","","0","","2462","59","33","88560","2615","2051","89","667","729","329","237","2051","1790","261","5486","5004","1","13","81","180","5184","2","112","161","0","44","007","011600"
"Census Tract 120, Providence County, Rhode Island","","2981","558","","558","","324","","203","","91","","173","","27","","2719","167","17","64360","3175","2500","221","986","1011","225","57","2500","1627","873","5808","5228","94","24","166","253","5481","151","64","322","0","44","007","012000"
"Census Tract 127.02, Providence County, Rhode Island","","2141","282","","350","","356","","96","","77","","78","","9","","2103","17","8","68656","2177","1859","115","561","839","205","139","1859","1482","377","4701","4491","92","0","50","58","4545","119","5","65","0","44","007","012702"
"Census Tract 128.03, Providence County, Rhode Island","","2448","341","","125","","424","","191","","224","","41","","6","","2374","18","35","92306","2637","1683","26","366","719","386","186","1683","1465","218","4857","4757","21","0","44","35","4779","21","0","79","0","44","007","012803"
"Census Tract 134, Providence County, Rhode Island","44800","1888","255","7795","363","6195","258","4715","192","3205","198","4485","49","1045","35","440","1643","134","63","67540","1977","1693","160","716","619","147","51","1693","985","708","3981","3448","182","0","31","202","3616","244","26","41","0","44","007","013400"
"Census Tract 141, Providence County, Rhode Island","","1922","228","","232","","203","","127","","165","","91","","0","","1811","57","0","36032","1984","1927","346","750","679","117","35","1927","765","1162","5350","3280","622","68","903","30","3310","648","72","903","0","44","007","014100"
"Census Tract 145.02, Providence County, Rhode Island","","1937","345","","296","","208","","76","","172","","16","","29","","1873","39","3","55765","2012","1874","162","660","819","156","77","1874","1087","787","4529","4296","81","148","0","4","4300","81","152","0","0","44","007","014502"
"Census Tract 161, Providence County, Rhode Island","","1982","309","","104","","139","","27","","148","","63","","17","","1761","81","28","31236","2025","1755","383","784","420","151","17","1755","367","1388","4884","2145","1411","6","215","213","2290","1568","25","215","30","44","007","016100"
"Census Tract 165, Providence County, Rhode Island","","1923","341","","262","","254","","167","","73","","57","","7","","1797","75","9","56131","1964","1676","199","720","611","113","33","1676","836","840","3574","2573","383","0","155","233","2730","512","68","200","0","44","007","016500"
"Census Tract 173, Providence County, Rhode Island","","1453","235","","136","","60","","81","","100","","16","","13","","1391","0","44","50000","1602","1318","107","526","341","271","73","1318","720","598","3285","2845","169","0","140","60","2905","169","7","187","0","44","007","017300"
"Census Tract 185, Providence County, Rhode Island","","1248","164","","170","","69","","25","","90","","63","","20","","1109","1","114","50956","1270","1060","43","380","401","220","16","1060","661","399","2882","2575","19","0","263","8","2583","19","8","263","0","44","007","018500"
"Census Tract 4, Providence County, Rhode Island","","1412","137","","112","","184","","66","","138","","24","","9","","1026","128","119","24697","1443","1148","282","458","235","82","91","1148","309","839","3718","997","1368","32","62","181","1045","1549","85","70","0","44","007","000400"
"Census Tract 10, Providence County, Rhode Island","","1233","83","","158","","113","","114","","137","","74","","17","","840","215","30","25778","1249","1143","428","433","232","50","0","1143","133","1010","2403","1323","423","0","34","54","1377","460","0","51","0","44","007","001000"
"Census Tract 24, Providence County, Rhode Island","59010","3343","446","10295","210","4450","509","7100","242","3060","320","5725","229","4345","17","175","2638","132","5","71731","3471","2098","57","916","844","242","39","2098","1630","468","7192","6014","378","175","192","81","6083","411","206","211","6","44","007","002400"
"Census Tract 32, Providence County, Rhode Island","","1871","206","","296","","320","","189","","219","","113","","8","","1473","204","60","79406","1947","1391","121","661","503","80","26","1391","760","631","3242","2323","425","9","168","107","2369","486","9","214","4","44","007","003200"
"Census Tract 136, Providence County, Rhode Island","","1428","212","","149","","136","","40","","144","","44","","7","","1306","18","0","57616","1481","1140","105","371","438","160","66","1140","764","376","2777","2220","268","0","118","51","2271","319","9","127","0","44","007","013600"
"Census Tract 124.02, Providence County, Rhode Island","","1325","222","","197","","119","","87","","156","","37","","0","","1325","0","0","58576","1368","1048","36","459","398","94","61","1048","800","248","2543","2289","17","0","109","48","2337","51","14","109","0","44","007","012402"
"Census Tract 133, Providence County, Rhode Island","87145","2446","440","17750","195","5830","240","9145","115","2925","126","3225","88","3210","52","1330","2423","15","0","79909","2520","1695","20","358","723","389","205","1695","1402","293","4671","4453","28","0","6","184","4637","128","161","6","0","44","007","013300"
"Census Tract 148, Providence County, Rhode Island","","2607","488","","302","","509","","175","","174","","45","","3","","2508","37","13","43721","2629","2275","60","1069","757","354","35","2275","1507","768","5389","4782","85","0","224","246","5028","150","65","398","0","44","007","014800"
"Census Tract 17, Providence County, Rhode Island","","1132","235","","150","","154","","0","","74","","61","","0","","988","69","66","25536","1179","1192","161","655","365","7","4","1192","479","713","3076","1401","147","0","226","20","1412","158","9","226","0","44","007","001700"
"Census Tract 18, Providence County, Rhode Island","","2170","70","","172","","402","","87","","388","","8","","33","","1869","134","167","27361","2242","2107","434","921","593","120","39","2107","886","1221","6249","2644","835","0","282","255","2765","969","108","282","0","44","007","001800"
"Census Tract 19, Providence County, Rhode Island","40875","1828","123","1900","169","3390","285","5385","92","1930","156","5260","204","3675","57","775","1586","118","13","23173","1898","1866","456","964","327","36","83","1866","388","1478","5268","2201","816","67","229","258","2365","1029","154","241","9","44","007","001900"
"Census Tract 20, Providence County, Rhode Island","69260","2720","367","10390","83","1605","311","7055","135","2605","113","2445","233","8265","160","2095","2176","297","50","34485","2859","2124","516","923","515","122","48","2124","708","1416","7225","3928","979","304","151","462","4136","1269","458","165","75","44","007","002000"
"Census Tract 21.01, Providence County, Rhode Island","","1482","173","","153","","246","","56","","169","","49","","10","","1436","38","0","50882","1486","938","47","365","390","133","3","938","503","435","2976","1554","607","0","20","104","1618","675","31","56","0","44","007","002101"
"Census Tract 21.02, Providence County, Rhode Island","","2252","234","","158","","270","","80","","305","","6","","11","","2010","157","75","47649","2460","1793","273","700","738","67","15","1793","722","1071","5563","2195","1618","44","66","330","2511","1924","58","81","0","44","007","002102"
"Census Tract 119.01, Providence County, Rhode Island","","1568","116","","286","","275","","60","","138","","38","","50","","1536","32","0","50938","1568","1264","116","396","552","125","75","1264","785","479","3366","2671","480","0","57","29","2700","485","0","81","0","44","007","011901"
"Census Tract 119.02, Providence County, Rhode Island","","2269","311","","507","","317","","146","","47","","91","","85","","2228","0","25","57411","2285","2368","142","1053","861","209","103","2368","1683","685","4822","4356","82","27","187","0","4356","82","27","187","0","44","007","011902"
"Census Tract 121.03, Providence County, Rhode Island","","1435","179","","162","","205","","112","","104","","12","","0","","1375","37","13","46506","1450","1552","227","824","398","51","52","1552","438","1114","3007","2695","83","6","145","73","2743","125","12","170","0","44","007","012103"
"Census Tract 121.04, Providence County, Rhode Island","","2126","323","","248","","343","","324","","75","","7","","0","","2066","30","12","42188","2206","1993","156","888","746","188","15","1993","1007","986","4449","3961","305","20","119","12","3973","305","27","119","0","44","007","012104"
"Census Tract 27, Providence County, Rhode Island","39820","1765","225","6545","199","4580","171","2750","83","1165","69","1340","61","1405","0","-666666666","1230","215","31","28958","1943","1508","354","582","473","81","18","1508","352","1156","5744","2904","1060","64","130","452","3257","1279","271","145","8","44","007","002700"
"Census Tract 109, Providence County, Rhode Island","","1965","236","","67","","195","","23","","87","","120","","45","","1745","126","35","29707","1983","1446","275","631","325","88","127","1446","415","1031","4772","2930","759","32","0","199","3100","806","117","29","0","44","007","010900"
"Census Tract 111, Providence County, Rhode Island","","1804","236","","60","","82","","5","","30","","86","","23","","1571","0","107","32841","1836","1418","282","600","342","145","49","1418","427","991","4453","2102","1278","0","0","144","2246","1368","21","0","21","44","007","011100"
"Census Tract 122, Providence County, Rhode Island","","4276","727","","627","","548","","355","","263","","51","","22","","4117","53","71","97050","4413","2660","127","547","1081","646","259","2660","2125","535","7697","6745","294","160","252","187","6932","413","190","290","0","44","007","012200"
"Census Tract 126.02, Providence County, Rhode Island","","3503","702","","529","","484","","233","","278","","12","","60","","3375","13","49","67465","3581","2920","113","1011","1173","392","231","2920","2179","741","7371","7122","9","10","166","48","7158","45","22","166","12","44","007","012602"
"Census Tract 147, Providence County, Rhode Island","","2793","525","","289","","274","","56","","121","","217","","31","","2529","175","21","32926","2852","2959","420","1462","858","158","61","2959","1250","1709","7059","5145","505","90","154","406","5284","822","90","180","38","44","007","014700"
"Census Tract 150, Providence County, Rhode Island","","2013","305","","199","","126","","224","","64","","9","","4","","1786","112","0","46121","2019","1570","119","570","646","199","36","1570","842","728","4437","2953","950","0","23","241","3194","1119","62","33","0","44","007","015000"
"Census Tract 156, Providence County, Rhode Island","","1283","119","","177","","113","","32","","101","","8","","26","","1220","48","0","44200","1295","970","150","404","273","97","46","970","399","571","2425","1868","162","0","64","112","1961","223","51","83","0","44","007","015600"
"Census Tract 164, Providence County, Rhode Island","","1964","291","","173","","160","","59","","101","","39","","38","","1721","141","55","34241","1997","1723","344","821","395","123","40","1723","518","1205","4716","1927","1547","0","81","238","2116","1718","82","81","0","44","007","016400"
"Census Tract 166, Providence County, Rhode Island","","844","148","","52","","79","","74","","88","","46","","0","","712","66","44","40234","850","672","87","368","173","32","12","672","221","451","1782","1105","431","10","19","67","1166","437","28","19","0","44","007","016600"
"Census Tract 178, Providence County, Rhode Island","","1002","70","","107","","62","","28","","48","","98","","22","","866","10","54","31786","1013","1040","246","322","369","69","34","1040","371","669","2687","2172","251","0","186","39","2211","290","0","186","0","44","007","017800"
"Census Tract 179, Providence County, Rhode Island","","1140","112","","118","","60","","27","","5","","28","","32","","845","6","119","20980","1173","1323","472","573","217","38","23","1323","102","1221","3006","2670","224","9","0","75","2745","277","9","0","0","44","007","017900"
"Census Tract 182, Providence County, Rhode Island","","1403","144","","100","","195","","24","","98","","82","","14","","1219","8","31","45655","1417","1116","188","498","308","80","42","1116","330","786","2689","1807","385","0","380","62","1850","428","0","410","0","44","007","018200"
"Census Tract 114.03, Providence County, Rhode Island","","3516","390","","329","","333","","325","","242","","152","","9","","3376","59","81","76004","3627","2902","140","896","1317","357","192","2902","2202","700","7492","7178","0","0","155","95","7273","0","11","239","0","44","007","011403"
"Census Tract 103, Providence County, Rhode Island","","1678","282","","173","","281","","129","","47","","67","","37","","1607","41","18","36288","1692","1744","295","736","423","241","49","1744","1066","678","3875","2795","366","4","93","349","3125","457","28","112","156","44","007","010300"
"Census Tract 114.02, Providence County, Rhode Island","","2002","353","","411","","333","","56","","105","","22","","0","","1937","50","7","101800","2077","1540","136","190","841","283","90","1540","1378","162","4349","4258","4","8","53","26","4284","4","8","79","0","44","007","011402"
"Census Tract 121.02, Providence County, Rhode Island","","2256","345","","230","","272","","102","","130","","40","","8","","2188","48","9","50941","2344","1928","215","752","689","103","169","1928","1206","722","4549","3964","247","51","218","40","3999","278","51","227","0","44","007","012102"
"Census Tract 129, Providence County, Rhode Island","","2112","489","","183","","55","","100","","99","","52","","0","","1904","25","19","45368","2135","2097","149","936","751","217","44","2097","1029","1068","5190","4981","20","0","22","122","5100","60","40","64","0","44","007","012900"
"Census Tract 135, Providence County, Rhode Island","51755","2308","230","5750","305","5710","223","3135","127","1650","182","3530","168","3125","53","855","1923","172","48","55179","2405","1771","90","833","630","158","60","1771","951","820","4844","3757","354","8","61","124","3828","459","45","70","0","44","007","013500"
"Census Tract 137.02, Providence County, Rhode Island","","1394","186","","218","","228","","49","","149","","45","","58","","1292","34","0","57305","1394","1029","18","467","387","127","30","1029","642","387","2694","2002","57","0","447","68","2026","101","24","500","26","44","007","013702"
"Census Tract 143, Providence County, Rhode Island","","2542","361","","348","","400","","103","","138","","179","","44","","2484","58","0","68678","2542","2099","89","813","821","281","95","2099","1431","668","4938","4119","174","0","167","318","4437","252","0","407","0","44","007","014300"
"Census Tract 15, Providence County, Rhode Island","","1206","150","","130","","211","","105","","86","","0","","25","","1095","52","16","48517","1250","969","98","492","262","106","11","969","513","456","2934","1394","480","3","515","209","1603","494","3","533","25","44","007","001500"
"Census Tract 113.01, Providence County, Rhode Island","54785","2362","349","8735","359","8965","198","3495","141","1910","232","4275","50","700","0","-666666666","2273","7","45","67500","2396","1846","91","671","812","147","125","1846","1234","612","4425","4302","33","16","0","0","4302","33","16","0","0","44","007","011301"
"Census Tract 114.01, Providence County, Rhode Island","119035","4042","911","32540","461","11195","653","15760","305","6940","371","5200","77","2955","0","-666666666","3765","192","76","80898","4176","3237","309","1110","1252","433","133","3237","2384","853","7726","7309","17","0","284","116","7363","50","5","362","0","44","007","011401"
"Census Tract 118, Providence County, Rhode Island","","3303","432","","362","","306","","310","","242","","37","","106","","3136","94","41","45156","3393","2672","187","1178","901","252","154","2672","1857","815","6290","4491","1108","0","287","192","4582","1168","0","403","0","44","007","011800"
"Census Tract 8, Providence County, Rhode Island","41565","1827","79","2870","170","2700","200","3910","265","2675","106","985","76","980","73","685","703","222","108","18352","2042","1758","837","779","120","15","7","1758","145","1613","4236","2438","492","101","872","149","2553","570","146","923","12","44","007","000800"
"Census Tract 34, Providence County, Rhode Island","","2292","273","","300","","552","","293","","358","","96","","0","","1847","90","17","133438","2626","1997","47","719","999","209","23","1997","1476","521","5046","4675","75","0","236","46","4721","106","14","236","0","44","007","003400"
"Census Tract 105.01, Providence County, Rhode Island","","1710","195","","208","","209","","126","","142","","83","","56","","1682","20","0","41440","1730","1773","216","772","536","206","43","1773","1049","724","4368","3267","434","20","34","231","3483","559","107","44","0","44","007","010501"
"Census Tract 110, Providence County, Rhode Island","66640","2151","180","3670","178","3815","103","2545","52","1800","103","3380","64","1295","57","1590","1812","129","92","29290","2189","1870","410","979","334","108","39","1870","361","1509","5443","2813","1034","38","0","247","2934","1103","209","0","0","44","007","011000"
"Census Tract 117.02, Providence County, Rhode Island","45080","2149","315","7645","271","5985","375","5600","91","1790","163","2275","79","1130","105","2925","2050","33","25","73718","2216","1546","40","362","861","198","85","1546","1241","305","4449","4165","14","0","110","140","4295","67","15","193","0","44","007","011702"
"Census Tract 123, Providence County, Rhode Island","","3197","534","","618","","453","","182","","130","","60","","52","","3149","35","0","55603","3246","2734","143","1023","1089","342","137","2734","1860","874","6449","6152","84","0","64","30","6182","114","1","64","0","44","007","012300"
"Census Tract 125, Providence County, Rhode Island","","2343","194","","210","","579","","82","","67","","11","","0","","2293","33","0","35652","2357","2526","323","1167","721","187","128","2526","1324","1202","5338","4781","5","44","191","144","4925","122","54","208","0","44","007","012500"
"Census Tract 126.01, Providence County, Rhode Island","33495","1738","214","5280","177","3390","301","5420","98","2025","64","805","47","440","81","490","1176","11","22","85781","1848","677","14","223","349","76","15","677","593","84","4218","3562","163","47","257","115","3635","210","77","304","29","44","007","012601"
"Census Tract 127.01, Providence County, Rhode Island","","2635","437","","459","","388","","237","","92","","24","","0","","2580","12","0","80671","2667","1787","119","329","825","316","198","1787","1519","268","5223","5120","29","12","39","23","5143","29","12","62","0","44","007","012701"
"Census Tract 128.01, Providence County, Rhode Island","","2368","565","","322","","163","","112","","129","","38","","0","","2351","1","0","74806","2444","2013","261","554","591","409","198","2013","1280","733","4968","4966","1","0","0","0","4966","1","0","0","0","44","007","012801"
"Census Tract 130.01, Providence County, Rhode Island","","1789","208","","236","","163","","45","","43","","49","","9","","1782","7","0","83964","1861","1203","10","203","471","336","183","1203","1164","39","3640","3526","8","0","23","83","3608","25","42","24","0","44","007","013001"
"Census Tract 130.02, Providence County, Rhode Island","107835","3682","793","23035","431","14425","235","7435","125","2020","156","3575","126","2130","54","735","3667","15","0","68696","3827","2837","60","802","1139","625","211","2837","2233","604","7340","7223","28","0","66","23","7246","34","17","66","0","44","007","013002"
