Unnamed: 0,NAME,B08133_001E,B08011_001E,B08011_007E,B08133_007E,B08011_008E,B08133_008E,B08011_009E,B08133_009E,B08011_010E,B08133_010E,B08011_011E,B08133_011E,B08011_012E,B08133_012E,B08011_013E,B08133_013E,B08136_002E,B08136_007E,B08136_012E,B08006_002E,B08006_008E,B08006_016E,mhi,B08006_001E,B08201_001E,B08201_002E,B08201_003E,B08201_004E,B08201_005E,B08201_006E,B25003_001E,B25003_002E,B25003_003E,total_population_race,num_white_alone,num_baa_alone,B02001_004E,B02001_005E,B02001_008E,B02008_001E,B02009_001E,B02010_001E,B02011_001E,B02012_001E,state,zip code tabulation area,avg_time_agg,avg_time_to_work_7_8am,avg_time_to_work_8_9am,avg_time_to_work_9_10am,avg_travel_ctv,avg_travel_pt,pct_workers_ctv,pct_workers_pt,pct_households_no_car,pct_households_one_car,pct_households_two_cars,pct_households_three_cars,pct_households_four_more_cars,pct_households_min_car,pct_renter_occupied_units,pct_owner_occupied_units,pct_white,pct_nonwhite,year,zip
20,ZCTA5,179575.0,7814,1228,30950.0,1099,23515.0,1372,29315.0,552,11255.0,504,8745.0,129,1580.0,166,4180.0,,,,7508,152,113,72301.0,8032,6335,315,2085,2589,860,486,6335,4663,1672,16513,15052,364,13,436,408,15450,418,127,611,0,44,2865,22.9811876119785,23.405672539750757,21.086278586278585,16.311216429699844,,,93.47609561752988,1.8924302788844625,4.972375690607735,32.912391475927386,40.868192580899766,13.575374901341752,7.671665351223362,95.02762430939228,26.3930544593528,73.60694554064719,91.15242536183614,8.847574638163872,2015,02865
21,ZCTA5,171755.0,7631,801,19395.0,1116,20970.0,1324,26065.0,640,12320.0,396,6670.0,305,5265.0,132,3780.0,163060.0,3735.0,1320.0,7159,109,90,75303.0,7860,6916,417,2092,3046,986,375,6916,5159,1757,17127,16215,185,0,330,384,16534,297,159,459,8,44,2871,22.507535054383435,21.056338028169016,19.54429735234216,17.02567760342368,22.776924151417795,34.26605504587156,91.08142493638675,1.3867684478371505,6.029496818970504,30.2486986697513,44.0427993059572,14.256795835743205,5.422209369577791,93.9705031810295,25.40485829959514,74.59514170040485,94.67507444386058,5.324925556139429,2015,02871
22,ZCTA5,186625.0,7821,1267,30855.0,1004,20030.0,1027,21550.0,677,14060.0,284,5230.0,233,6900.0,59,750.0,169420.0,14000.0,1300.0,7351,248,51,52997.0,8130,6685,617,2802,2479,544,243,6685,3824,2861,15754,13848,646,244,509,377,14186,755,297,713,3,44,2911,23.86203810254443,22.406428885953325,20.89788732394366,23.46228239845261,23.04720446197796,56.45161290322581,90.41820418204182,3.050430504305043,9.229618548990278,41.914734480179504,37.08302169035153,8.137621540762902,3.6350037397157817,90.77038145100973,42.797307404637245,57.20269259536275,87.90148533705725,12.098514662942744,2015,02911
23,ZCTA5,253840.0,10174,1400,44770.0,1349,34940.0,1066,24745.0,510,10135.0,608,10720.0,419,8090.0,201,3545.0,,,,9199,137,96,62493.0,10672,8389,569,2780,3538,1073,429,8389,5622,2767,22364,21194,468,13,337,231,21409,523,111,380,45,44,2809,24.94987222331433,28.995998544925428,22.131979695431472,18.315481986368063,,,86.19752623688156,1.2837331334332835,6.782691619978544,33.13863392537847,42.17427583740613,12.790559065442842,5.113839551794016,93.21730838002146,32.98366909047562,67.01633090952438,94.76837774995528,5.2316222500447145,2015,02809
24,ZCTA5,,2975,530,,365,,224,,162,,156,,112,,27,,,,,2924,15,0,62904.0,3130,2547,131,786,952,500,178,2547,1839,708,6314,6182,28,0,42,62,6244,34,32,42,0,44,2830,,,,,,,93.4185303514377,0.4792332268370607,5.143305850019631,30.859835100117785,37.37730663525716,19.63093835885355,6.9886140557518655,94.85669414998036,27.79740871613663,72.20259128386337,97.90940766550524,2.0905923344947737,2015,02830
25,ZCTA5,,782,124,,88,,53,,0,,12,,30,,27,,,,,782,0,0,61023.0,782,567,7,191,221,105,43,567,436,131,1445,1421,0,0,24,0,1421,0,0,24,0,44,2839,,,,,,,100.0,0.0,1.2345679012345678,33.68606701940035,38.97707231040564,18.51851851851852,7.583774250440917,98.76543209876544,23.10405643738977,76.89594356261023,98.33910034602076,1.6608996539792389,2015,02839
26,ZCTA5,,268,58,,80,,13,,14,,0,,0,,0,,,,,268,0,0,85096.0,268,173,0,103,58,12,0,173,83,90,426,412,0,0,0,14,426,0,14,0,0,44,2875,,,,,,,100.0,0.0,0.0,59.53757225433526,33.52601156069364,6.9364161849710975,0.0,100.0,52.02312138728323,47.97687861271676,96.71361502347418,3.286384976525822,2015,02875
27,ZCTA5,,331,77,,57,,37,,10,,49,,0,,2,,,,,286,7,0,84750.0,479,426,19,106,169,68,64,426,330,96,906,864,7,0,15,12,876,10,9,15,0,44,2807,,,,,,,59.707724425887264,1.4613778705636742,4.460093896713615,24.88262910798122,39.671361502347416,15.96244131455399,15.023474178403756,95.53990610328638,22.53521126760564,77.46478873239437,95.36423841059604,4.635761589403973,2015,02807
28,ZCTA5,251520.0,10813,1350,34195.0,1776,39950.0,1631,36820.0,880,20855.0,763,13415.0,337,5425.0,116,1885.0,240040.0,8275.0,1355.0,10409,198,38,75746.0,11312,8960,557,2630,4084,1240,449,8960,6370,2590,22358,20453,357,186,707,438,20878,357,217,1109,87,44,2852,23.260889669841852,23.718809980806142,22.9689366786141,17.12727272727273,23.06081275819003,41.792929292929294,92.01732673267328,1.7503536067892504,6.216517857142858,29.35267857142857,45.58035714285714,13.839285714285715,5.011160714285714,93.78348214285714,28.90625,71.09375,91.47955988907772,8.520440110922264,2015,02852
29,ZCTA5,231570.0,9340,1597,43730.0,1409,33160.0,1342,30060.0,625,11420.0,604,11110.0,245,8300.0,197,1850.0,211950.0,13240.0,3890.0,8779,159,128,70076.0,9829,8248,671,2432,3387,1243,515,8248,6037,2211,20358,18828,299,484,254,396,19179,479,560,300,0,44,2879,24.79336188436831,25.57884231536926,21.08795119471276,22.862190812720847,24.14284087025857,83.27044025157232,89.31732627937735,1.6176620205514296,8.135305528612998,29.485935984481088,41.06450048496605,15.070320077594568,6.243937924345295,91.864694471387,26.80649854510184,73.19350145489815,92.4845269672856,7.515473032714412,2015,02879
30,ZCTA5,315170.0,13606,1819,48650.0,2085,46630.0,1954,39040.0,1134,22775.0,1162,27675.0,154,2270.0,191,2765.0,297905.0,13130.0,2940.0,13093,218,91,66598.0,14024,12427,825,4890,4512,1683,517,12427,8390,4037,28330,26413,132,15,666,688,27075,289,221,914,8,44,2886,23.16404527414376,24.40573770491803,20.01781088082901,22.75455927051672,22.752997785075998,60.22935779816514,93.36138049058756,1.5544780376497431,6.63877041924841,39.34980284863603,36.30803894745313,13.54309165526676,4.160296129395671,93.3612295807516,32.48571658485556,67.51428341514443,93.2333215672432,6.766678432756796,2015,02886
31,ZCTA5,361265.0,14011,2123,54285.0,1709,46880.0,1374,32780.0,785,14585.0,790,17425.0,412,10245.0,118,3390.0,,,,13750,141,23,66618.0,14318,11158,583,3347,5056,1603,569,11158,8560,2598,27915,26096,444,112,511,520,26564,683,354,572,0,44,2889,25.78438369852259,26.40005219206681,21.938397406206576,23.019966722129784,,,96.03296549797456,0.9847744098337756,5.224950708012189,29.99641512815917,45.31278006811256,14.366373902132995,5.099480193583079,94.7750492919878,23.28374260620183,76.71625739379817,93.48379007701952,6.516209922980476,2015,02889
32,ZCTA5,,3200,663,,476,,453,,239,,246,,56,,0,,,,,3076,35,30,120139.0,3355,2329,0,522,1203,486,118,2329,2104,225,6621,6411,62,0,54,33,6444,87,8,54,0,44,2874,,,,,,,91.68405365126677,1.0432190760059614,0.0,22.413052812365823,51.65306998711894,20.867325032202665,5.0665521683125805,100.0,9.660798626019751,90.33920137398025,96.8282736746715,3.1717263253285,2015,02874
33,ZCTA5,130330.0,5293,964,26215.0,601,12990.0,433,11220.0,316,5175.0,269,5595.0,168,3560.0,158,3620.0,,,,4858,183,21,54886.0,5399,4666,360,1882,1715,527,182,4666,2561,2105,10532,10340,27,0,44,109,10449,38,55,82,5,44,2885,24.623087096164745,25.05111821086262,21.889185580774367,20.94965675057208,,,89.97962585664013,3.3895165771439157,7.715387912558937,40.33433347621089,36.75525075010716,11.294470638662666,3.900557222460351,92.28461208744106,45.11358765537934,54.88641234462066,98.17698442840866,1.8230155715913403,2015,02885
34,ZCTA5,232805.0,10427,1304,31495.0,1351,26830.0,1526,34695.0,736,14610.0,376,9025.0,393,7935.0,103,1590.0,226750.0,4700.0,865.0,10235,79,34,61582.0,10510,8555,648,3308,3156,987,456,8555,6267,2288,20010,17528,510,0,765,347,17864,610,85,831,0,44,2888,22.32713148556632,21.96798493408663,21.79708222811671,22.054616384915477,22.154372252076207,59.49367088607595,97.38344433872504,0.7516650808753568,7.574517825832847,38.667445938047926,36.89070718877849,11.537112799532435,5.330216247808299,92.42548217416714,26.74459380479252,73.25540619520748,87.59620189905047,12.403798100949526,2015,02888
35,ZCTA5,,471,81,,12,,13,,82,,0,,13,,0,,,,,471,0,0,95945.0,471,290,0,28,138,97,27,290,203,87,755,726,0,0,29,0,726,0,0,29,0,44,2894,,,,,,,100.0,0.0,0.0,9.655172413793103,47.58620689655172,33.44827586206897,9.310344827586208,100.0,30.0,70.0,96.158940397351,3.841059602649007,2015,02894
36,ZCTA5,100630.0,4978,314,9760.0,441,7065.0,673,11155.0,520,7020.0,516,6740.0,214,2815.0,221,2590.0,49550.0,19270.0,13255.0,2439,432,108,30292.0,5359,4607,1811,1902,737,112,45,4607,799,3808,10440,7083,1021,136,1251,321,7302,1224,257,1315,19,44,2903,20.21494576134994,22.28476821192053,15.234702430846603,13.08904109589041,20.31570315703157,44.60648148148148,45.51222242955775,8.061205448777757,39.30974603863685,41.28500108530497,15.997395268070328,2.4310831343607555,0.9767744736270892,60.69025396136314,82.65682656826569,17.343173431734318,67.8448275862069,32.1551724137931,2015,02903
37,ZCTA5,364580.0,16264,1772,47960.0,1556,31750.0,2162,43450.0,910,16440.0,1290,22555.0,883,15045.0,231,5380.0,,,,13796,1043,121,44536.0,16965,12310,1561,4970,4509,1041,229,12310,5198,7112,38132,21490,7431,575,1898,1633,22713,8565,1185,2118,14,44,2908,22.416379734382687,23.951322115384617,19.49544270833333,17.303267372296364,,,81.3203654582965,6.147951665193045,12.680747359870024,40.37367993501218,36.62875710804224,8.456539398862713,1.860276198212835,87.31925264012997,57.77416734362307,42.22583265637693,56.3568656246722,43.64313437532781,2015,02908
38,ZCTA5,341890.0,15538,2478,61350.0,1938,41145.0,2248,49610.0,1062,16400.0,1067,16560.0,577,10970.0,213,3760.0,,,,14900,414,48,48672.0,15937,14358,1185,5933,5268,1500,472,14358,8576,5782,38117,30332,2188,407,1795,1426,31215,3058,785,2181,58,44,2920,22.003475350752996,23.20991847826087,19.942598187311177,16.74574209245742,,,93.49312919621008,2.597728556189998,8.253238612620143,41.321911129683805,36.69034684496448,10.447137484329296,3.2873659284022847,91.74676138737986,40.27023262292799,59.729767377072015,79.57604218590131,20.423957814098696,2015,02920
39,ZCTA5,,300,81,,53,,37,,0,,16,,0,,21,,,,,288,0,12,63229.0,321,278,0,73,169,36,0,278,201,77,625,625,0,0,0,0,625,0,0,0,0,44,2833,,,,,,,89.7196261682243,0.0,0.0,26.258992805755398,60.79136690647482,12.949640287769784,0.0,100.0,27.697841726618705,72.3021582733813,100.0,0.0,2015,02833
40,ZCTA5,222930.0,7734,876,20410.0,354,6905.0,489,14165.0,107,4545.0,276,7025.0,380,8455.0,155,4910.0,,,,6615,411,267,29108.0,7859,6413,1414,2950,1431,403,215,6413,1583,4830,19378,10438,3974,162,29,765,10917,4311,454,58,21,44,2863,28.82467028704422,22.20731707317073,31.392617449664428,23.59756097560976,,,84.17101412393434,5.229672986385036,22.048963043817245,46.00031186652112,22.31404958677686,6.28411040074848,3.352565102136286,77.95103695618275,75.31576485264307,24.68423514735693,53.86520796779853,46.13479203220147,2015,02863
41,ZCTA5,154620.0,5801,1037,28425.0,521,12095.0,742,18900.0,402,7370.0,401,9995.0,117,2250.0,27,630.0,150375.0,2235.0,1655.0,5669,33,62,80677.0,6097,4481,331,1154,1653,906,437,4481,3361,1120,11908,11751,35,6,75,40,11778,40,6,110,0,44,2896,26.65402516807447,26.00770218228498,22.963286713286717,23.638996138996134,26.52584230022932,67.72727272727273,92.98015417418402,0.5412497949811382,7.386744030350369,25.75318009372908,36.88908725730863,20.218701182771703,9.752287435840216,92.61325596964964,24.9944208881946,75.0055791118054,98.68155861605644,1.3184413839435674,2015,02896
42,ZCTA5,275965.0,13052,1545,30370.0,1800,34670.0,1794,31160.0,798,13120.0,821,12655.0,315,6485.0,276,8090.0,,,,12109,434,154,41233.0,13348,12721,2004,5521,3756,923,517,12721,6561,6160,29467,20251,4458,42,809,1146,20732,5341,291,963,317,44,2904,21.1435029114312,19.443946188340806,17.083333333333332,16.848591549295776,,,90.71771051842973,3.251423434222355,15.753478500117916,43.40067604748055,29.52598066189765,7.25571889002437,4.064145900479522,84.24652149988209,48.423866048266646,51.57613395173335,68.72433569755998,31.275664302440013,2015,02904
43,ZCTA5,405340.0,16513,1676,37025.0,1377,32500.0,2611,63555.0,810,17515.0,1982,41755.0,844,18165.0,462,6830.0,,,,13101,1779,758,29667.0,17109,14891,3367,6984,3582,632,326,14891,4281,10610,43243,17509,5222,570,2666,1684,18501,6248,1102,2810,104,44,2909,24.54672076545752,22.772682607271538,23.69774919614148,21.203113941967445,,,76.57373312291776,10.398036121339644,22.610973070982475,46.90081257135182,24.05479820025519,4.244174333490028,2.1892418239204887,77.38902692901752,71.2510912631791,28.7489087368209,40.48979025507018,59.510209744929824,2015,02909
44,ZCTA5,142535.0,6440,1161,25340.0,986,18525.0,896,20835.0,441,8385.0,401,7570.0,81,880.0,141,2290.0,,,,5728,24,71,70258.0,6660,4299,155,1327,1820,631,366,4299,3400,899,14017,13100,172,69,423,163,13209,255,111,470,41,44,2917,22.13276397515528,20.43083372147182,21.8548990276739,17.53112033195021,,,86.006006006006,0.3603603603603603,3.605489648755525,30.86764363805536,42.33542684345197,14.67783205396604,8.51360781577111,96.39451035124448,20.911839962782043,79.08816003721796,93.45794392523364,6.5420560747663545,2015,02917
45,ZCTA5,,554,102,,54,,80,,75,,54,,13,,32,,13150.0,-666666666.0,-666666666.0,554,0,0,48495.0,554,424,15,229,104,12,64,424,165,259,1079,1005,0,0,0,0,1005,0,0,0,0,44,2802,,,,,23.736462093862816,-inf,100.0,0.0,3.537735849056604,54.00943396226416,24.52830188679245,2.8301886792452837,15.09433962264151,96.4622641509434,61.08490566037735,38.91509433962264,93.14179796107508,6.85820203892493,2015,02802
46,ZCTA5,,301,130,,0,,0,,0,,0,,17,,0,,,,,301,0,0,,301,328,16,194,83,35,0,328,265,63,690,690,0,0,0,0,690,0,0,0,0,44,2826,,,,,,,100.0,0.0,4.878048780487805,59.14634146341463,25.304878048780488,10.670731707317072,0.0,95.1219512195122,19.20731707317073,80.79268292682927,100.0,0.0,2015,02826
47,ZCTA5,,709,157,,51,,52,,0,,5,,0,,0,,5885.0,520.0,470.0,274,13,81,-666666666.0,1163,0,0,0,0,0,0,0,0,0,1293,1012,160,0,70,51,1062,188,1,101,0,44,2841,,,,,21.478102189781023,40.0,23.5597592433362,1.117798796216681,,,,,,,,,78.2675947409126,21.732405259087397,2015,02841
48,ZCTA5,,104,11,,0,,0,,52,,0,,0,,0,,,,,93,11,0,,104,120,0,20,43,45,12,120,120,0,234,234,0,0,0,0,234,0,0,0,0,44,2872,,,,,,,89.42307692307693,10.576923076923077,0.0,16.666666666666664,35.833333333333336,37.5,10.0,100.0,0.0,100.0,100.0,0.0,2015,02872
