,NAME,B08133_001E,B08011_001E,B08011_007E,B08133_007E,B08011_008E,B08133_008E,B08011_009E,B08133_009E,B08011_010E,B08133_010E,B08011_011E,B08133_011E,B08011_012E,B08133_012E,B08011_013E,B08133_013E,B08006_002E,B08006_008E,B08006_016E,mhi,B08006_001E,B08201_001E,B08201_002E,B08201_003E,B08201_004E,B08201_005E,B08201_006E,B25003_001E,B25003_002E,B25003_003E,total_population_race,num_white_alone,num_baa_alone,B02001_004E,B02001_005E,B02001_008E,B02008_001E,B02009_001E,B02010_001E,B02011_001E,B02012_001E,state,county,tract,avg_time_agg,avg_time_to_work_7_8am,avg_time_to_work_8_9am,avg_time_to_work_9_10am,pct_workers_ctv,pct_workers_pt,pct_households_no_car,pct_households_min_car,pct_renter_occupied_units,pct_owner_occupied_units,pct_white,pct_nonwhite,year
0,"Census Tract 145.01, Providence County, Rhode Island",,2638,319,,441,,457,,192,,309,,66,,11,,2607,11,20,114444,2766,1638,30,288,710,397,213,1638,1610,28,5101,4772,205,0,109,0,4772,205,0,109,0,44,7,14501,,,,,94.25162689804772,0.39768618944323936,1.8315018315018317,5360.0,1.7094017094017095,98.29059829059828,93.55028425798862,6.449715742011371,2015
1,"Census Tract 155, Providence County, Rhode Island",,1876,131,,329,,214,,64,,34,,35,,13,,1722,72,0,49407,1926,1470,164,551,535,196,24,1470,798,672,4111,2892,418,5,63,159,3034,558,24,63,0,44,7,15500,,,,,89.40809968847351,3.7383177570093453,11.156462585034014,796.3414634146342,45.714285714285715,54.285714285714285,70.34784723911457,29.652152760885432,2015
2,"Census Tract 159, Providence County, Rhode Island",,1662,121,,279,,73,,91,,66,,16,,5,,1526,40,0,58125,1728,1244,84,511,442,143,64,1244,474,770,3429,2288,746,12,0,142,2376,810,36,54,0,44,7,15900,,,,,88.31018518518519,2.314814814814815,6.752411575562702,1380.952380952381,61.89710610932476,38.10289389067524,66.72499270924467,33.27500729075532,2015
3,"Census Tract 2, Providence County, Rhode Island",,2195,356,,34,,308,,95,,183,,144,,24,,1677,346,26,22875,2281,2057,544,1011,453,49,0,2057,436,1621,6651,2053,1542,153,348,374,2409,1806,172,366,29,44,7,200,,,,,73.52038579570363,15.168785620341954,26.446280991735538,278.125,78.80408361691784,21.195916383082157,30.867538715982555,69.13246128401744,2015
4,"Census Tract 3, Providence County, Rhode Island",,2696,213,,454,,392,,207,,199,,63,,0,,2323,259,87,29130,2730,2081,466,1030,401,166,18,2081,527,1554,6165,2260,1308,210,107,115,2375,1357,210,108,0,44,7,300,,,,,85.0915750915751,9.487179487179487,22.393080249879866,346.5665236051502,74.67563671311869,25.324363286881308,36.658556366585564,63.34144363341444,2015
5,"Census Tract 184, Providence County, Rhode Island",55520.0,2499,515,11035.0,222,4445.0,252,5065.0,91,2095.0,103,1650.0,78,1250.0,0,-666666666.0,2434,53,0,52391,2536,2564,457,957,805,284,61,2564,1452,1112,5587,4498,464,44,465,114,4584,499,82,482,0,44,7,18400,22.216886754701882,21.00407055630936,20.87463556851312,16.022099447513813,95.97791798107255,2.089905362776025,17.82371294851794,461.0503282275711,43.36973478939157,56.63026521060842,80.50832289242885,19.49167710757115,2015
6,"Census Tract 176, Providence County, Rhode Island",,1006,73,,52,,130,,4,,100,,19,,24,,882,32,45,34573,1028,978,168,406,308,65,31,978,241,737,2698,1682,487,18,240,111,1782,583,27,240,0,44,7,17600,,,,,85.7976653696498,3.11284046692607,17.177914110429448,482.1428571428571,75.35787321063395,24.642126789366053,62.34247590808006,37.65752409191994,2015
7,"Census Tract 177, Providence County, Rhode Island",,1920,105,,231,,152,,91,,213,,82,,14,,1803,28,75,58182,1935,1486,40,532,743,106,65,1486,1059,427,3744,3144,149,0,366,37,3181,159,0,393,0,44,7,17700,,,,,93.1782945736434,1.4470284237726097,2.6917900403768504,3615.0,28.734858681022878,71.26514131897711,83.97435897435898,16.025641025641026,2015
8,"Census Tract 183, Providence County, Rhode Island",,740,19,,51,,86,,15,,28,,44,,0,,668,9,41,27204,769,739,156,383,115,67,18,739,115,624,1954,1522,284,0,22,122,1644,401,0,22,0,44,7,18300,,,,,86.86605981794538,1.1703511053315996,21.10960757780785,373.71794871794873,84.4384303112314,15.561569688768607,77.89150460593655,22.10849539406346,2015
9,"Census Tract 1.02, Providence County, Rhode Island",49055.0,2061,112,3595.0,276,7290.0,270,3285.0,86,1715.0,133,2150.0,55,390.0,0,-666666666.0,1881,174,0,34297,2180,1702,169,896,556,66,15,1702,966,736,4922,1913,979,48,571,181,1986,1151,84,571,24,44,7,102,23.801552644347403,28.054123711340207,14.044943820224718,13.51063829787234,86.28440366972477,7.9816513761467895,9.929494712103407,907.1005917159763,43.24324324324324,56.75675675675676,38.86631450629825,61.13368549370175,2015
10,"Census Tract 6, Providence County, Rhode Island",,530,39,,89,,76,,20,,20,,25,,10,,370,66,13,25556,554,512,76,269,105,44,18,512,130,382,2022,631,958,0,117,87,688,1037,0,121,7,44,7,600,,,,,66.78700361010831,11.913357400722022,14.84375,573.6842105263157,74.609375,25.390625,31.206726013847675,68.79327398615233,2015
11,"Census Tract 7, Providence County, Rhode Island",,762,113,,39,,43,,50,,34,,17,,17,,581,92,19,15259,767,994,447,327,205,15,0,994,76,918,2614,652,1119,13,11,95,684,1187,54,11,0,44,7,700,,,,,75.7496740547588,11.994784876140809,44.969818913480886,122.37136465324386,92.35412474849095,7.645875251509055,24.942616679418517,75.05738332058148,2015
12,"Census Tract 12, Providence County, Rhode Island",,1212,163,,72,,213,,34,,101,,75,,11,,880,136,87,21118,1242,1157,312,663,146,27,9,1157,177,980,3220,1201,715,0,0,29,1227,740,14,0,0,44,7,1200,,,,,70.85346215780999,10.950080515297907,26.96629213483146,270.83333333333337,84.70181503889368,15.298184961106308,37.29813664596273,62.70186335403727,2015
13,"Census Tract 14, Providence County, Rhode Island",,2867,252,,88,,312,,242,,157,,80,,34,,2498,281,39,42232,2915,1984,414,959,424,84,103,1984,392,1592,6830,1989,1107,142,1249,151,2064,1242,202,1249,0,44,7,1400,,,,,85.69468267581475,9.639794168096055,20.866935483870968,379.2270531400966,80.24193548387096,19.758064516129032,29.121522693997072,70.87847730600294,2015
14,"Census Tract 23, Providence County, Rhode Island",,2363,283,,323,,229,,330,,158,,129,,73,,2064,108,41,49578,2469,1799,125,593,781,259,41,1799,981,818,4629,3918,316,0,183,35,3953,324,12,198,0,44,7,2300,,,,,83.59659781287971,4.374240583232078,6.948304613674264,1339.2,45.46970539188438,54.53029460811562,84.64031108230719,15.359688917692807,2015
15,"Census Tract 26, Providence County, Rhode Island",,1131,160,,111,,249,,0,,38,,56,,10,,1023,80,0,24234,1131,1235,289,557,306,58,25,1235,246,989,3306,909,1031,165,330,144,990,1170,170,393,0,44,7,2600,,,,,90.45092838196287,7.073386383731211,23.40080971659919,327.3356401384083,80.08097165991903,19.91902834008097,27.49546279491833,72.50453720508166,2015
16,"Census Tract 36.02, Providence County, Rhode Island",,2033,62,,106,,173,,96,,275,,172,,136,,562,55,18,79167,2235,632,101,262,184,67,18,632,293,339,5544,4138,356,9,707,180,4284,385,35,829,40,44,7,3602,,,,,25.145413870246085,2.460850111856823,15.981012658227847,525.7425742574258,53.63924050632911,46.360759493670884,74.63924963924964,25.360750360750362,2015
17,"Census Tract 108, Providence County, Rhode Island",,1814,224,,49,,109,,27,,56,,110,,30,,1487,156,33,25377,1851,1679,447,740,430,62,0,1679,380,1299,4710,2593,903,92,29,175,2637,1034,107,29,0,44,7,10800,,,,,80.33495407887628,8.427876823338735,26.62298987492555,275.6152125279642,77.36748064324003,22.632519356759975,55.053078556263266,44.946921443736734,2015
18,"Census Tract 113.02, Providence County, Rhode Island",,2403,298,,398,,297,,253,,185,,17,,32,,2227,41,47,95234,2492,1487,36,289,685,324,153,1487,1391,96,4273,4124,0,7,29,64,4169,19,52,29,0,44,7,11302,,,,,89.36597110754414,1.6452648475120384,2.42098184263618,4030.5555555555557,6.4559515803631475,93.54404841963685,96.51298853264684,3.4870114673531476,2015
19,"Census Tract 117.01, Providence County, Rhode Island",,2104,321,,311,,288,,76,,157,,38,,61,,2014,45,45,47841,2105,1895,109,819,683,178,106,1895,1097,798,4757,4395,149,0,112,88,4483,149,0,124,0,44,7,11701,,,,,95.6769596199525,2.137767220902613,5.75197889182058,1638.532110091743,42.110817941952504,57.889182058047496,92.39016186672272,7.609838133277276,2015
20,"Census Tract 124.01, Providence County, Rhode Island",65260.0,3694,449,9615.0,392,6980.0,443,6780.0,320,5940.0,407,6850.0,55,1490.0,49,1010.0,3677,1,0,57370,3725,2789,115,1216,1004,303,151,2789,1963,826,7068,6227,195,0,259,383,6535,334,246,283,0,44,7,12401,17.66648619382783,19.732461355529132,16.67103538663172,18.051948051948052,98.71140939597316,0.026845637583892613,4.123341699533883,2325.217391304348,29.61634994621728,70.38365005378272,88.10130164119977,11.898698358800226,2015
21,"Census Tract 152, Providence County, Rhode Island",,695,49,,55,,39,,0,,23,,19,,12,,637,36,0,12676,695,1546,935,477,125,9,0,1546,183,1363,2464,1347,521,0,16,69,1356,574,7,16,13,44,7,15200,,,,,91.65467625899281,5.179856115107913,60.47865459249676,65.3475935828877,88.16300129366105,11.836998706338939,54.6672077922078,45.3327922077922,2015
22,"Census Tract 153, Providence County, Rhode Island",,871,86,,95,,73,,13,,68,,25,,23,,789,51,0,30595,884,930,142,448,266,58,16,930,300,630,2206,1527,447,0,0,44,1557,491,20,5,0,44,7,15300,,,,,89.25339366515837,5.769230769230769,15.268817204301074,554.9295774647887,67.74193548387096,32.25806451612903,69.22030825022667,30.779691749773345,2015
23,"Census Tract 158, Providence County, Rhode Island",,1677,169,,332,,146,,116,,48,,0,,21,,1624,27,0,54627,1705,1381,54,549,551,149,78,1381,1001,380,3564,3227,76,0,26,35,3247,76,15,46,0,44,7,15800,,,,,95.24926686217009,1.5835777126099706,3.9102099927588703,2457.4074074074074,27.516292541636496,72.4837074583635,90.54433221099887,9.455667789001122,2015
24,"Census Tract 167, Providence County, Rhode Island",,1362,245,,63,,128,,130,,80,,0,,17,,1128,106,9,34577,1362,1164,277,486,334,59,8,1164,327,837,3308,2048,559,17,15,298,2231,753,157,38,39,44,7,16700,,,,,82.81938325991189,7.782672540381791,23.797250859106526,320.21660649819495,71.90721649484536,28.09278350515464,61.9105199516324,38.08948004836759,2015
25,"Census Tract 175, Providence County, Rhode Island",,1690,132,,219,,129,,126,,91,,23,,10,,1596,33,61,49104,1728,1408,157,547,538,125,41,1408,688,720,3299,2847,73,9,135,196,3014,163,38,180,0,44,7,17500,,,,,92.36111111111111,1.9097222222222223,11.150568181818182,796.8152866242038,51.13636363636363,48.86363636363637,86.29887844801455,13.701121551985452,2015
26,"Census Tract 29, Providence County, Rhode Island",,2949,325,,343,,572,,45,,108,,95,,22,,2637,102,88,41776,3030,2723,409,1152,818,209,135,2723,1308,1415,6785,3170,1996,0,1,562,3390,2478,29,15,317,44,7,2900,,,,,87.02970297029702,3.3663366336633667,15.020198310686741,565.7701711491443,51.96474476680132,48.035255233198676,46.720707442888724,53.279292557111276,2015
27,"Census Tract 11, Providence County, Rhode Island",,1310,133,,205,,148,,165,,108,,72,,70,,860,105,0,42083,1374,1048,285,452,252,21,38,1048,249,799,2372,1752,98,0,123,70,1789,165,29,123,0,44,7,1100,,,,,62.59097525473072,7.641921397379912,27.19465648854962,267.719298245614,76.24045801526718,23.759541984732824,73.86172006745363,26.138279932546375,2015
28,"Census Tract 131.02, Providence County, Rhode Island",84965.0,2868,496,15290.0,378,10760.0,273,6965.0,83,1565.0,262,4660.0,80,1825.0,0,-666666666.0,2831,31,6,84713,2960,1880,32,348,967,353,180,1880,1785,95,5095,4999,9,0,20,48,5036,20,12,45,0,44,7,13102,29.625174337517432,29.805491990846683,23.96067415730337,18.961988304093566,95.6418918918919,1.0472972972972974,1.702127659574468,5775.0,5.053191489361701,94.9468085106383,98.11579980372915,1.8842001962708539,2015
29,"Census Tract 104, Providence County, Rhode Island",73770.0,3118,311,13910.0,439,6240.0,285,5455.0,170,3025.0,245,3955.0,32,385.0,47,840.0,2732,311,56,49895,3118,2725,318,1309,877,211,10,2725,1108,1617,6703,5210,578,11,28,649,5406,1104,132,45,0,44,7,10400,23.659397049390634,26.866666666666667,18.63736263736264,15.667870036101084,87.62026940346375,9.974342527261065,11.669724770642203,756.9182389937107,59.33944954128441,40.66055045871559,77.72639116813367,22.27360883186633,2015
30,"Census Tract 105.02, Providence County, Rhode Island",,2192,304,,517,,252,,191,,135,,66,,12,,2103,13,20,51568,2192,2124,229,920,808,167,0,2124,1088,1036,5019,3786,454,0,553,196,3945,491,5,707,0,44,7,10502,,,,,95.9397810218978,0.5930656934306568,10.781544256120528,827.5109170305677,48.7758945386064,51.2241054613936,75.43335325762104,24.566646742378957,2015
31,"Census Tract 107.01, Providence County, Rhode Island",,1012,162,,194,,88,,71,,70,,33,,0,,1004,0,8,59583,1056,916,35,395,347,93,46,916,688,228,2247,2189,36,22,0,0,2189,36,22,0,0,44,7,10701,,,,,95.07575757575758,0.0,3.820960698689956,2517.142857142857,24.890829694323145,75.10917030567686,97.41878059635069,2.58121940364931,2015
32,"Census Tract 128.02, Providence County, Rhode Island",,1187,166,,138,,173,,99,,48,,38,,21,,1146,14,27,69712,1218,923,44,290,376,160,53,923,665,258,2334,2279,13,6,31,5,2284,18,6,31,0,44,7,12802,,,,,94.08866995073892,1.1494252873563218,4.7670639219935,1997.7272727272727,27.952329360780066,72.04767063921993,97.64353041988004,2.356469580119966,2015
33,"Census Tract 132.01, Providence County, Rhode Island",,2429,474,,240,,419,,81,,182,,90,,27,,2362,0,11,76673,2472,1861,38,595,647,365,216,1861,1524,337,4710,4644,2,23,0,41,4685,2,41,0,0,44,7,13201,,,,,95.55016181229773,0.0,2.0419129500268673,4797.368421052632,18.108543793659322,81.89145620634068,98.59872611464968,1.4012738853503186,2015
34,"Census Tract 1.01, Providence County, Rhode Island",,1898,219,,243,,113,,91,,170,,120,,20,,1330,178,43,33460,1979,1159,169,453,330,151,56,1159,548,611,5102,2426,647,10,427,362,2637,872,124,493,62,44,7,101,,,,,67.20565942395149,8.994441637190501,14.581535806729939,585.7988165680473,52.717860224331325,47.28213977566868,47.5499803998432,52.45001960015681,2015
35,"Census Tract 16, Providence County, Rhode Island",,3274,408,,229,,705,,106,,578,,59,,88,,2647,360,209,36675,3317,2660,385,1396,601,175,103,2660,826,1834,8705,2454,1041,270,356,65,2482,1042,292,385,23,44,7,1600,,,,,79.80102502261079,10.853180584865843,14.473684210526317,590.9090909090909,68.94736842105263,31.05263157894737,28.190695002871912,71.80930499712808,2015
36,"Census Tract 22, Providence County, Rhode Island",40465.0,2005,188,2935.0,178,3310.0,163,3405.0,61,755.0,237,5615.0,154,840.0,0,-666666666.0,1692,218,15,33472,2066,1519,254,647,437,108,73,1519,399,1120,4939,2110,1241,39,423,406,2516,1560,167,432,0,44,7,2200,20.18204488778055,17.062841530054644,18.571428571428573,16.508951406649615,81.8973862536302,10.551790900290415,16.721527320605663,498.0314960629921,73.73271889400922,26.26728110599078,42.72119862320308,57.27880137679692,2015
37,"Census Tract 5, Providence County, Rhode Island",,871,259,,64,,76,,131,,33,,29,,0,,561,241,12,24523,900,1057,262,487,242,66,0,1057,346,711,2968,606,1159,135,289,205,748,1283,192,322,0,44,7,500,,,,,62.33333333333333,26.77777777777778,24.78713339640492,303.43511450381675,67.2658467360454,32.73415326395459,20.4177897574124,79.5822102425876,2015
38,"Census Tract 9, Providence County, Rhode Island",,1224,87,,96,,149,,70,,232,,84,,60,,717,163,0,26079,1305,1077,415,415,208,28,11,1077,166,911,2473,1780,181,10,171,75,1843,242,17,182,0,44,7,900,,,,,54.94252873563218,12.490421455938696,38.53296193129062,159.51807228915663,84.58681522748375,15.41318477251625,71.97735543873837,28.02264456126163,2015
39,"Census Tract 25, Providence County, Rhode Island",44365.0,1632,111,2580.0,234,4960.0,348,9385.0,74,785.0,189,2015.0,171,5085.0,46,1280.0,1241,175,16,58304,1686,1289,205,593,383,108,0,1289,171,1118,3039,1470,559,10,485,203,1553,762,130,485,0,44,7,2500,27.184436274509803,21.855072463768117,24.099526066350712,19.72222222222222,73.6061684460261,10.379596678529063,15.90380139643134,528.780487804878,86.73390224980605,13.266097750193948,48.37117472852912,51.62882527147088,2015
40,"Census Tract 31, Providence County, Rhode Island",,1833,261,,125,,305,,115,,466,,56,,39,,1137,203,0,23972,1936,2079,748,865,439,27,0,2079,512,1567,4292,2476,760,21,388,67,2513,813,74,402,0,44,7,3100,,,,,58.72933884297521,10.485537190082644,35.978835978835974,177.94117647058823,75.37277537277537,24.627224627224628,57.688723205964585,42.311276794035415,2015
41,"Census Tract 33, Providence County, Rhode Island",,2268,254,,318,,393,,269,,276,,63,,38,,1872,264,19,77257,2461,1883,46,1008,740,75,14,1883,1117,766,4356,3378,356,14,447,86,3459,373,34,505,55,44,7,3300,,,,,76.06663957740756,10.727346607070297,2.4429102496016992,3993.478260869565,40.67976633032395,59.32023366967605,77.54820936639119,22.451790633608816,2015
42,"Census Tract 35, Providence County, Rhode Island",65220.0,2787,347,5605.0,293,10245.0,709,15040.0,230,6250.0,510,12405.0,219,3205.0,57,695.0,1940,231,0,50875,2963,2283,268,1092,704,166,53,2283,669,1614,5151,4171,74,0,709,197,4311,168,0,842,0,44,7,3500,23.40150699677072,24.765625,22.673056443024493,21.412894375857338,65.47418157273034,7.796152548093149,11.738939991239597,751.8656716417911,70.69645203679369,29.303547963206306,80.9745680450398,19.0254319549602,2015
43,"Census Tract 36.01, Providence County, Rhode Island",,1356,46,,103,,286,,153,,194,,49,,30,,464,76,0,39188,1405,829,212,298,270,29,20,829,193,636,2797,2085,95,0,450,80,2157,103,4,526,63,44,7,3601,,,,,33.02491103202847,5.409252669039146,25.5729794933655,291.0377358490566,76.7189384800965,23.2810615199035,74.54415445119771,25.455845548802287,2015
44,"Census Tract 37, Providence County, Rhode Island",,1711,70,,120,,192,,275,,339,,25,,61,,830,141,26,44427,1804,1719,445,953,218,95,8,1719,579,1140,3499,2879,85,33,241,68,2892,146,46,248,0,44,7,3700,,,,,46.008869179600886,7.815964523281596,25.88714368819081,286.29213483146066,66.3176265270506,33.682373472949386,82.28065161474707,17.71934838525293,2015
45,"Census Tract 101.01, Providence County, Rhode Island",,2133,207,,391,,260,,138,,137,,58,,0,,2064,27,23,71544,2149,1624,55,567,740,201,61,1624,1118,506,4056,3682,143,0,37,157,3814,272,67,40,0,44,7,10101,,,,,96.04467194043741,1.2563983248022337,3.386699507389163,2852.7272727272725,31.157635467980292,68.8423645320197,90.77909270216963,9.220907297830374,2015
46,"Census Tract 101.02, Providence County, Rhode Island",,1720,313,,455,,257,,187,,41,,40,,0,,1669,23,19,56620,1785,1627,154,589,659,175,50,1627,1038,589,3665,3358,84,0,104,79,3427,116,26,125,0,44,7,10102,,,,,93.50140056022408,1.2885154061624648,9.465273509526737,956.4935064935065,36.20159803318992,63.79840196681008,91.62346521145976,8.376534788540244,2015
47,"Census Tract 106, Providence County, Rhode Island",,2871,531,,230,,309,,229,,173,,85,,0,,2729,59,0,46101,2949,2854,268,1124,1105,278,79,2854,1606,1248,6014,5903,17,0,61,33,5936,17,18,61,0,44,7,10600,,,,,92.53984401492032,2.0006781959986437,9.390329362298528,964.9253731343284,43.7281009110021,56.2718990889979,98.15430661789158,1.8456933821084136,2015
48,"Census Tract 112, Providence County, Rhode Island",,3040,483,,333,,241,,194,,66,,42,,0,,2778,156,55,47317,3168,2461,341,929,868,252,71,2461,1331,1130,5859,5093,192,0,152,113,5206,305,0,152,0,44,7,11200,,,,,87.68939393939394,4.924242424242424,13.856156034132466,621.7008797653958,45.91629418935392,54.08370581064608,86.92609660351596,13.07390339648404,2015
49,"Census Tract 116, Providence County, Rhode Island",,2554,456,,401,,469,,293,,137,,12,,0,,2462,59,33,88560,2615,2051,89,667,729,329,237,2051,1790,261,5486,5004,1,13,81,180,5184,2,112,161,0,44,7,11600,,,,,94.1491395793499,2.2562141491395793,4.339346660165773,2204.494382022472,12.725499756216479,87.27450024378352,91.2139992708713,8.786000729128691,2015
50,"Census Tract 120, Providence County, Rhode Island",,2981,558,,558,,324,,203,,91,,173,,27,,2719,167,17,64360,3175,2500,221,986,1011,225,57,2500,1627,873,5808,5228,94,24,166,253,5481,151,64,322,0,44,7,12000,,,,,85.63779527559056,5.25984251968504,8.84,1031.2217194570137,34.92,65.08,90.0137741046832,9.986225895316805,2015
51,"Census Tract 127.02, Providence County, Rhode Island",,2141,282,,350,,356,,96,,77,,78,,9,,2103,17,8,68656,2177,1859,115,561,839,205,139,1859,1482,377,4701,4491,92,0,50,58,4545,119,5,65,0,44,7,12702,,,,,96.60082682590722,0.7808911345888837,6.1861215707369555,1516.5217391304348,20.27972027972028,79.72027972027972,95.53286534779835,4.467134652201659,2015
52,"Census Tract 128.03, Providence County, Rhode Island",,2448,341,,125,,424,,191,,224,,41,,6,,2374,18,35,92306,2637,1683,26,366,719,386,186,1683,1465,218,4857,4757,21,0,44,35,4779,21,0,79,0,44,7,12803,,,,,90.02654531664771,0.6825938566552902,1.5448603683897801,6373.076923076924,12.95306001188354,87.04693998811646,97.94111591517397,2.0588840848260244,2015
53,"Census Tract 134, Providence County, Rhode Island",44800.0,1888,255,7795.0,363,6195.0,258,4715.0,192,3205.0,198,4485.0,49,1045.0,35,440.0,1643,134,63,67540,1977,1693,160,716,619,147,51,1693,985,708,3981,3448,182,0,31,202,3616,244,26,41,0,44,7,13400,23.728813559322035,22.637540453074433,17.6,22.388663967611336,83.10571573090542,6.777946383409206,9.450679267572356,958.1250000000001,41.81925575900768,58.18074424099232,86.61140416980658,13.38859583019342,2015
54,"Census Tract 141, Providence County, Rhode Island",,1922,228,,232,,203,,127,,165,,91,,0,,1811,57,0,36032,1984,1927,346,750,679,117,35,1927,765,1162,5350,3280,622,68,903,30,3310,648,72,903,0,44,7,14100,,,,,91.28024193548387,2.872983870967742,17.955371043072134,456.93641618497105,60.30098598858329,39.69901401141671,61.308411214953274,38.691588785046726,2015
55,"Census Tract 145.02, Providence County, Rhode Island",,1937,345,,296,,208,,76,,172,,16,,29,,1873,39,3,55765,2012,1874,162,660,819,156,77,1874,1087,787,4529,4296,81,148,0,4,4300,81,152,0,0,44,7,14502,,,,,93.09145129224652,1.9383697813121274,8.64461045891142,1056.7901234567903,41.9957310565635,58.0042689434365,94.85537646279532,5.144623537204681,2015
56,"Census Tract 161, Providence County, Rhode Island",,1982,309,,104,,139,,27,,148,,63,,17,,1761,81,28,31236,2025,1755,383,784,420,151,17,1755,367,1388,4884,2145,1411,6,215,213,2290,1568,25,215,30,44,7,16100,,,,,86.96296296296296,4.0,21.82336182336182,358.22454308093995,79.0883190883191,20.91168091168091,43.91891891891892,56.08108108108109,2015
57,"Census Tract 165, Providence County, Rhode Island",,1923,341,,262,,254,,167,,73,,57,,7,,1797,75,9,56131,1964,1676,199,720,611,113,33,1676,836,840,3574,2573,383,0,155,233,2730,512,68,200,0,44,7,16500,,,,,91.4969450101833,3.818737270875764,11.873508353221956,742.2110552763819,50.11933174224343,49.88066825775656,71.99216564073868,28.00783435926133,2015
58,"Census Tract 173, Providence County, Rhode Island",,1453,235,,136,,60,,81,,100,,16,,13,,1391,0,44,50000,1602,1318,107,526,341,271,73,1318,720,598,3285,2845,169,0,140,60,2905,169,7,187,0,44,7,17300,,,,,86.82896379525593,0.0,8.118361153262518,1131.7757009345794,45.371775417298934,54.62822458270106,86.60578386605783,13.39421613394216,2015
59,"Census Tract 185, Providence County, Rhode Island",,1248,164,,170,,69,,25,,90,,63,,20,,1109,1,114,50956,1270,1060,43,380,401,220,16,1060,661,399,2882,2575,19,0,263,8,2583,19,8,263,0,44,7,18500,,,,,87.32283464566929,0.07874015748031496,4.056603773584905,2365.1162790697676,37.64150943396227,62.35849056603774,89.34767522553783,10.65232477446218,2015
60,"Census Tract 4, Providence County, Rhode Island",,1412,137,,112,,184,,66,,138,,24,,9,,1026,128,119,24697,1443,1148,282,458,235,82,91,1148,309,839,3718,997,1368,32,62,181,1045,1549,85,70,0,44,7,400,,,,,71.10187110187111,8.87040887040887,24.56445993031359,307.0921985815603,73.08362369337979,26.91637630662021,26.81549220010758,73.18450779989242,2015
61,"Census Tract 10, Providence County, Rhode Island",,1233,83,,158,,113,,114,,137,,74,,17,,840,215,30,25778,1249,1143,428,433,232,50,0,1143,133,1010,2403,1323,423,0,34,54,1377,460,0,51,0,44,7,1000,,,,,67.25380304243394,17.21377101681345,37.44531933508311,167.05607476635512,88.36395450568679,11.63604549431321,55.0561797752809,44.9438202247191,2015
62,"Census Tract 24, Providence County, Rhode Island",59010.0,3343,446,10295.0,210,4450.0,509,7100.0,242,3060.0,320,5725.0,229,4345.0,17,175.0,2638,132,5,71731,3471,2098,57,916,844,242,39,2098,1630,468,7192,6014,378,175,192,81,6083,411,206,211,6,44,7,2400,17.651809751720013,22.477134146341463,13.528628495339547,18.342440801457194,76.00115240564679,3.8029386343993083,2.7168732125834127,3580.701754385965,22.3069590085796,77.6930409914204,83.62068965517241,16.379310344827587,2015
63,"Census Tract 32, Providence County, Rhode Island",,1871,206,,296,,320,,189,,219,,113,,8,,1473,204,60,79406,1947,1391,121,661,503,80,26,1391,760,631,3242,2323,425,9,168,107,2369,486,9,214,4,44,7,3200,,,,,75.65485362095532,10.477657935285054,8.698777857656362,1049.586776859504,45.363048166786484,54.63695183321352,71.6533004318322,28.3466995681678,2015
64,"Census Tract 136, Providence County, Rhode Island",,1428,212,,149,,136,,40,,144,,44,,7,,1306,18,0,57616,1481,1140,105,371,438,160,66,1140,764,376,2777,2220,268,0,118,51,2271,319,9,127,0,44,7,13600,,,,,88.18365968939905,1.2153950033760972,9.210526315789473,985.7142857142858,32.98245614035088,67.01754385964912,79.94238386748289,20.057616132517104,2015
65,"Census Tract 124.02, Providence County, Rhode Island",,1325,222,,197,,119,,87,,156,,37,,0,,1325,0,0,58576,1368,1048,36,459,398,94,61,1048,800,248,2543,2289,17,0,109,48,2337,51,14,109,0,44,7,12402,,,,,96.85672514619883,0.0,3.435114503816794,2811.111111111111,23.66412213740458,76.33587786259542,90.01179709005112,9.988202909948878,2015
66,"Census Tract 133, Providence County, Rhode Island",87145.0,2446,440,17750.0,195,5830.0,240,9145.0,115,2925.0,126,3225.0,88,3210.0,52,1330.0,2423,15,0,79909,2520,1695,20,358,723,389,205,1695,1402,293,4671,4453,28,0,6,184,4637,128,161,6,0,44,7,13300,35.62755519215045,37.13385826771653,34.0,30.070093457943926,96.15079365079366,0.5952380952380952,1.1799410029498525,8375.0,17.28613569321534,82.71386430678466,95.33290515949476,4.6670948405052455,2015
67,"Census Tract 148, Providence County, Rhode Island",,2607,488,,302,,509,,175,,174,,45,,3,,2508,37,13,43721,2629,2275,60,1069,757,354,35,2275,1507,768,5389,4782,85,0,224,246,5028,150,65,398,0,44,7,14800,,,,,95.39748953974896,1.407379231647014,2.6373626373626373,3691.6666666666665,33.75824175824176,66.24175824175825,88.73631471516052,11.263685284839488,2015
68,"Census Tract 17, Providence County, Rhode Island",,1132,235,,150,,154,,0,,74,,61,,0,,988,69,66,25536,1179,1192,161,655,365,7,4,1192,479,713,3076,1401,147,0,226,20,1412,158,9,226,0,44,7,1700,,,,,83.79983036471586,5.852417302798982,13.506711409395974,640.3726708074533,59.81543624161074,40.18456375838927,45.546163849154745,54.453836150845255,2015
