"NAME","B08133_001E","B08011_001E","B08011_007E","B08133_007E","B08011_008E","B08133_008E","B08011_009E","B08133_009E","B08011_010E","B08133_010E","B08011_011E","B08133_011E","B08011_012E","B08133_012E","B08011_013E","B08133_013E","B08006_002E","B08006_008E","B08006_016E","B19013_001E","B08006_001E","B08201_001E","B08201_002E","B08201_003E","B08201_004E","B08201_005E","B08201_006E","B25003_001E","B25003_002E","B25003_003E","B02001_001E","B02001_002E","B02001_003E","B02001_004E","B02001_005E","B02001_008E","B02008_001E","B02009_001E","B02010_001E","B02011_001E","B02012_001E","state","county","tract"
"Census Tract 133, Providence County, Rhode Island","75435","2073","359","12575","194","8380","292","8525","163","5960","101","3110","76","1870","25","830","2030","35","8","72163","2107","1635","16","348","659","409","203","1635","1467","168","4556","4263","123","0","0","107","4335","230","35","0","0","44","007","013300"
"Census Tract 134, Providence County, Rhode Island","","1950","296","","324","","361","","168","","216","","70","","45","","1756","98","9","59102","2066","1856","147","794","711","160","44","1856","1217","639","4119","3777","35","24","70","147","3924","49","42","176","0","44","007","013400"
"Census Tract 135, Providence County, Rhode Island","","2371","238","","305","","277","","167","","216","","97","","92","","2053","162","0","52099","2450","1741","63","689","729","222","38","1741","1011","730","5182","3161","613","34","608","157","3257","661","113","622","14","44","007","013500"
"Census Tract 136, Providence County, Rhode Island","","1446","213","","144","","151","","117","","89","","11","","0","","1405","6","10","65900","1492","1186","83","437","368","245","53","1186","815","371","3243","2628","204","0","83","59","2687","221","0","83","0","44","007","013600"
"Census Tract 137.01, Providence County, Rhode Island","","2069","267","","247","","164","","241","","125","","61","","91","","1965","78","26","51219","2087","1565","117","560","669","178","41","1565","895","670","4296","2982","344","77","414","145","3116","412","88","414","0","44","007","013701"
"Census Tract 137.02, Providence County, Rhode Island","","1219","175","","318","","188","","79","","65","","35","","34","","1183","26","10","66250","1243","1083","60","506","367","106","44","1083","743","340","2391","2044","73","53","200","21","2044","94","53","200","0","44","007","013702"
"Census Tract 138, Providence County, Rhode Island","","2549","408","","481","","495","","228","","145","","44","","9","","2533","16","0","64306","2603","2044","127","867","715","249","86","2044","1440","604","4887","4467","61","22","50","49","4516","110","22","50","0","44","007","013800"
"Census Tract 139, Providence County, Rhode Island","","1329","158","","198","","215","","102","","57","","67","","53","","1311","0","0","51420","1367","1465","149","628","430","219","39","1465","891","574","3030","2555","96","14","150","18","2573","96","14","168","0","44","007","013900"
"Census Tract 140, Providence County, Rhode Island","","2439","350","","480","","287","","162","","136","","80","","0","","2365","74","0","55089","2475","2194","164","770","882","240","138","2194","1750","444","5640","4259","284","0","837","28","4287","284","0","865","0","44","007","014000"
"Census Tract 141, Providence County, Rhode Island","","1952","182","","361","","236","","120","","41","","13","","5","","1840","66","0","47310","1988","1752","196","592","789","162","13","1752","924","828","4399","3015","155","0","402","182","3178","293","0","402","0","44","007","014100"
"Census Tract 142, Providence County, Rhode Island","","947","80","","148","","170","","55","","59","","58","","0","","904","0","43","58864","957","810","61","300","353","86","10","810","667","143","6711","4322","1029","128","262","404","4542","1297","364","262","9","44","007","014200"
"Census Tract 143, Providence County, Rhode Island","","1911","158","","404","","413","","164","","113","","10","","32","","1847","52","0","63362","1974","2110","107","889","839","252","23","2110","1526","584","4629","4303","72","18","157","79","4364","110","56","198","0","44","007","014300"
"Census Tract 144, Providence County, Rhode Island","","2019","273","","227","","454","","144","","208","","115","","10","","1927","59","33","64563","2019","1692","34","752","698","128","80","1692","1232","460","3958","3695","0","0","156","23","3718","23","0","156","0","44","007","014400"
"Census Tract 145.01, Providence County, Rhode Island","","2598","409","","554","","510","","119","","165","","73","","30","","2588","10","0","102284","2688","1683","11","310","801","361","200","1683","1608","75","5160","5077","0","17","42","13","5090","13","17","42","0","44","007","014501"
"Census Tract 145.02, Providence County, Rhode Island","38355","1785","207","5720","383","9465","224","3910","92","2230","46","920","84","505","0","-666666666","1739","24","9","43561","1834","1922","111","935","644","199","33","1922","1085","837","3947","3713","78","0","64","14","3727","78","0","64","10","44","007","014502"
"Census Tract 146, Providence County, Rhode Island","69970","3260","590","13455","504","11295","354","5700","329","4920","189","2510","225","4925","39","410","3223","15","22","78750","3432","2351","48","398","1157","514","234","2351","2097","254","6949","6503","8","174","264","0","6503","8","174","264","0","44","007","014600"
"Census Tract 147, Providence County, Rhode Island","","2773","239","","293","","415","","227","","87","","52","","9","","2588","51","9","38094","2858","2753","267","1312","894","206","74","2753","1239","1514","6413","4814","269","30","219","111","4925","290","37","219","0","44","007","014700"
"Census Tract 148, Providence County, Rhode Island","","2298","254","","204","","387","","209","","151","","108","","16","","2245","15","0","61537","2339","2179","48","925","936","200","70","2179","1485","694","5626","5046","105","0","192","102","5148","165","58","192","0","44","007","014800"
"Census Tract 150, Providence County, Rhode Island","","2390","192","","212","","317","","81","","153","","128","","39","","2174","135","0","42955","2392","1748","144","784","537","212","71","1748","972","776","4782","2914","1025","10","133","176","3036","1193","10","133","0","44","007","015000"
"Census Tract 151, Providence County, Rhode Island","","1807","168","","276","","150","","32","","65","","10","","67","","1533","82","61","24286","1854","1816","531","811","311","108","55","1816","502","1314","4686","1378","1615","26","121","267","1531","1842","66","141","21","44","007","015100"
"Census Tract 152, Providence County, Rhode Island","","504","44","","37","","0","","43","","29","","11","","0","","457","23","0","13261","504","1381","647","500","143","12","79","1381","124","1257","2172","1091","414","0","148","170","1247","516","5","173","0","44","007","015200"
