,NAME,B08133_001E,B08011_001E,B08011_007E,B08133_007E,B08011_008E,B08133_008E,B08011_009E,B08133_009E,B08011_010E,B08133_010E,B08011_011E,B08133_011E,B08011_012E,B08133_012E,B08011_013E,B08133_013E,B08136_002E,B08136_007E,B08136_012E,B08006_002E,B08006_008E,B08006_016E,mhi,B08006_001E,B08201_001E,B08201_002E,B25003_001E,B25003_002E,B25003_003E,total_population_race,num_white_alone,num_baa_alone,B02001_004E,B02001_005E,B02001_008E,B02008_001E,B02009_001E,B02010_001E,B02011_001E,B02012_001E,state,zip code tabulation area,avg_time_agg,avg_time_to_work_7_8am,avg_time_to_work_8_9am,avg_time_to_work_9_10am,avg_travel_ctv,avg_travel_pt,pct_workers_ctv,pct_workers_pt,pct_households_no_car,pct_households_min_car,pct_renter_occupied_units,pct_owner_occupied_units,pct_white,pct_nonwhite,year
57,ZCTA5 02911,185190.0,7542,1129,25630.0,1134,23750.0,893,26120.0,397,11730.0,337,6670.0,235,5475.0,85,1195.0,,,,7040,252,78,60902,7738,6621,645,6621,3522,3099,15921,13196,1303,30,590,323,13433,1425,160,704,11,44,2911,24.554494828957836,21.820592134334955,29.34108527131783,21.232517482517483,,,90.9795812871543,3.256655466528819,9.74173085636611,926.5116279069767,46.805618486633435,53.194381513366565,82.88424093963947,17.11575906036053,2019
58,ZCTA5 02809,254490.0,10293,1582,45275.0,1148,28980.0,1157,31470.0,724,13765.0,664,14965.0,356,6710.0,199,3895.0,238745.0,6455.0,700.0,9071,132,115,72422,10801,8331,556,8331,5616,2715,22172,20890,526,16,360,172,21047,582,73,414,2,44,2809,24.72457009618187,27.1996336996337,24.048378522062734,21.25,26.319589901885127,48.90151515151515,83.98296454032034,1.2221090639755579,6.673868683231304,1398.381294964029,32.5891249549874,67.4108750450126,94.21793252751218,5.782067472487822,2019
59,ZCTA5 02830,,3045,727,,385,,191,,93,,203,,37,,81,,,,,2990,32,23,84970,3149,2273,112,2273,1796,477,6255,5806,1,0,332,116,5922,3,0,422,0,44,2830,,,,,,,94.95077802476976,1.0161956176563989,4.927408710954685,1929.4642857142858,20.985481742190938,79.01451825780906,92.82174260591528,7.178257394084732,2019
60,ZCTA5 02839,,921,118,,132,,67,,37,,0,,31,,0,,,,,855,0,44,68258,921,816,61,816,537,279,2098,1908,95,0,0,0,1908,95,0,0,0,44,2839,,,,,,,92.83387622149837,0.0,7.4754901960784315,1237.704918032787,34.19117647058824,65.80882352941177,90.94375595805529,9.05624404194471,2019
61,ZCTA5 02875,,294,14,,53,,33,,0,,18,,0,,0,,,,,272,0,22,160278,294,162,0,162,143,19,466,466,0,0,0,0,466,0,0,0,0,44,2875,,,,,,,92.51700680272108,0.0,0.0,inf,11.728395061728394,88.27160493827161,100.0,0.0,2019
62,ZCTA5 02807,,482,83,,77,,67,,29,,81,,23,,0,,,,,410,7,0,59423,515,440,12,440,294,146,916,859,4,0,19,27,873,18,0,32,13,44,2807,,,,,,,79.6116504854369,1.3592233009708738,2.727272727272727,3566.6666666666665,33.18181818181819,66.81818181818183,93.77729257641921,6.222707423580786,2019
63,ZCTA5 02852,283580.0,10802,1543,48765.0,1181,30155.0,1597,38870.0,664,14430.0,671,12265.0,357,7075.0,82,1495.0,,,,10425,111,61,86625,11403,9005,528,9005,6587,2418,22048,20177,146,128,517,853,21010,414,347,905,0,44,2852,26.25254582484725,28.972099853157122,23.573639982308713,18.813229571984436,,,91.42330965535386,0.9734280452512496,5.86340921710161,1605.4924242424242,26.851749028317602,73.14825097168239,91.51396952104498,8.486030478955007,2019
64,ZCTA5 02879,262470.0,9739,1337,41030.0,1215,30875.0,1544,34535.0,770,18990.0,639,13135.0,461,8330.0,49,1590.0,,,,9234,191,106,89288,10410,8380,270,8380,6224,2156,20610,18842,343,492,301,437,19260,384,635,404,0,44,2879,26.950405585789095,28.175940438871475,23.130942091616248,19.513636363636362,,,88.70317002881845,1.8347742555235351,3.221957040572793,3003.703703703704,25.727923627684962,74.27207637231503,91.42163998059195,8.578360019408054,2019
65,ZCTA5 02886,338260.0,13987,2024,56985.0,1866,38230.0,1887,41750.0,1018,18155.0,806,18810.0,313,4535.0,72,1540.0,,,,13619,208,17,69646,14532,12498,945,12498,8294,4204,28776,26300,406,108,1217,492,26754,520,246,1354,5,44,2886,24.183885036104954,24.47686375321337,20.62134251290878,20.862377122430743,,,93.71731351500138,1.4313239746765758,7.561209793566971,1222.5396825396824,33.637381981116974,66.36261801888303,91.39560745065333,8.604392549346677,2019
66,ZCTA5 02889,382410.0,14347,2570,72535.0,1559,41790.0,1427,34080.0,804,15290.0,740,18880.0,506,11315.0,97,3015.0,,,,13947,206,42,77783,14829,11450,445,11450,8717,2733,27807,25267,628,174,655,762,25947,936,426,946,17,44,2889,26.65435282637485,27.688302252361346,22.129090094128195,24.23354735152488,,,94.05219502326523,1.389169869849619,3.88646288209607,2473.0337078651687,23.868995633187772,76.13100436681222,90.86560937893337,9.134390621066638,2019
67,ZCTA5 02874,,2771,477,,460,,322,,152,,244,,110,,4,,,,,2603,121,22,135514,3017,2156,23,2156,1937,219,6045,5836,96,0,48,28,5864,116,8,48,0,44,2874,,,,,,,86.27775936360624,4.010606562810739,1.0667903525046383,9273.91304347826,10.157699443413728,89.84230055658628,96.54259718775849,3.4574028122415217,2019
68,ZCTA5 02885,138670.0,5350,1002,26145.0,710,16190.0,330,7495.0,208,4765.0,323,5950.0,176,6490.0,36,520.0,130350.0,7060.0,610.0,5041,145,50,60486,5507,4857,517,4857,2619,2238,10461,10074,43,0,45,243,10306,152,126,59,31,44,2885,25.919626168224298,24.72838785046729,22.78810408921933,24.929859719438877,25.857964689545724,48.689655172413794,91.53804249137461,2.633012529507899,10.644430718550545,839.458413926499,46.077825818406424,53.922174181593576,96.30054488098652,3.6994551190134786,2019
69,ZCTA5 02888,249400.0,10196,1749,44110.0,1667,35280.0,1077,25505.0,538,11600.0,399,12255.0,193,4360.0,136,5735.0,,,,9858,151,0,75011,10289,8193,436,8193,6314,1879,18687,16948,476,68,440,455,17356,797,128,529,23,44,2888,24.46057277363672,23.24063231850117,22.975232198142415,28.06587837837838,,,95.8110603557197,1.4675867431237244,5.321616013670207,1779.1284403669724,22.93421213230807,77.06578786769194,90.69406539305399,9.305934606946005,2019
70,ZCTA5 02894,,355,46,,15,,0,,0,,0,,0,,0,,9350.0,-666666666.0,-666666666.0,355,0,0,70587,355,241,42,241,223,18,517,517,0,0,0,0,517,0,0,0,0,44,2894,,,,,26.338028169014084,-inf,100.0,0.0,17.42738589211618,473.8095238095238,7.468879668049793,92.5311203319502,100.0,0.0,2019
71,ZCTA5 02903,86515.0,4361,340,11240.0,531,10220.0,561,12830.0,431,7350.0,480,5975.0,219,2850.0,149,2020.0,,,,2412,355,87,36347,4828,4701,1842,4701,770,3931,10979,7281,1087,141,1351,609,7739,1387,294,1587,46,44,2903,19.838339830314148,24.638346727898966,20.342741935483872,12.625178826895565,,,49.95857497928749,7.352941176470589,39.183152520740265,155.21172638436482,83.62050627526058,16.379493724739415,66.31751525639858,33.68248474360142,2019
72,ZCTA5 02908,359975.0,15134,2334,67255.0,1821,40495.0,2038,40760.0,607,8210.0,852,15940.0,477,9595.0,228,3610.0,299540.0,41360.0,9160.0,13052,850,196,51981,15869,12079,1715,12079,5355,6724,36314,23269,6407,95,1190,1597,24331,7153,704,1605,25,44,2908,23.785846438482885,25.932611311672684,18.514177693761816,19.213694507148233,22.949739503524363,48.65882352941176,82.2484088474384,5.356355157854938,14.198195214835666,604.3148688046648,55.66685983939068,44.333140160609325,64.07721539901966,35.92278460098034,2019
73,ZCTA5 02920,363785.0,16217,2595,66925.0,2362,40070.0,2372,47395.0,912,16460.0,1049,20065.0,512,10335.0,319,5955.0,,,,15316,406,80,63523,16689,14101,1419,14101,8773,5328,37165,29125,2284,220,2291,1600,30140,3156,438,2578,172,44,2920,22.432324104334956,21.58462779907202,19.44427527405603,19.474695707879565,,,91.77302414764216,2.432740128228174,10.063116091057372,893.7279774489077,37.78455428693,62.21544571307,78.3667429032692,21.633257096730794,2019
74,ZCTA5 02833,,657,114,,40,,56,,0,,27,,0,,16,,20685.0,-666666666.0,-666666666.0,657,0,0,88902,657,443,32,443,362,81,1141,1095,0,0,34,12,1095,0,0,46,0,44,2833,,,,,31.484018264840184,-inf,100.0,0.0,7.223476297968396,1284.375,18.284424379232505,81.7155756207675,95.96844872918493,4.031551270815075,2019
75,ZCTA5 02863,222115.0,7782,914,25840.0,502,10150.0,764,17030.0,220,8490.0,318,8955.0,252,8160.0,49,760.0,,,,6802,472,39,32928,7878,6103,1538,6103,1221,4882,19411,9424,2460,196,126,1375,10296,3253,380,478,197,44,2863,28.542148547931124,25.416666666666668,25.934959349593495,30.026315789473685,,,86.34171109418635,5.9913683676059915,25.20072095690644,296.81404421326397,79.9934458463051,20.006554153694907,48.549791355417035,51.45020864458297,2019
76,ZCTA5 02896,164430.0,5485,917,27265.0,420,10565.0,658,18900.0,196,4305.0,310,7910.0,94,1420.0,36,1300.0,,,,5389,22,65,80885,5971,4588,266,4588,3685,903,12060,11490,306,0,128,113,11586,384,31,128,0,44,2896,29.978122151321788,28.294689603590125,27.172131147540984,23.094059405940595,,,90.25288896332273,0.36844749623178696,5.797733217088056,1624.812030075188,19.681778552746295,80.3182214472537,95.27363184079603,4.72636815920398,2019
