,NAME,B08133_001E,B08011_001E,B08011_007E,B08133_007E,B08011_008E,B08133_008E,B08011_009E,B08133_009E,B08011_010E,B08133_010E,B08011_011E,B08133_011E,B08011_012E,B08133_012E,B08011_013E,B08133_013E,B08136_002E,B08136_007E,B08136_012E,B08006_002E,B08006_008E,B08006_016E,mhi,B08006_001E,B08201_001E,B08201_002E,B25003_001E,B25003_002E,B25003_003E,total_population_race,num_white_alone,num_baa_alone,B02001_004E,B02001_005E,B02001_008E,B02008_001E,B02009_001E,B02010_001E,B02011_001E,B02012_001E,state,zip code tabulation area,avg_time_agg,avg_time_to_work_7_8am,avg_time_to_work_8_9am,avg_time_to_work_9_10am,avg_travel_ctv,avg_travel_pt,pct_workers_ctv,pct_workers_pt,pct_households_no_car,pct_households_min_car,pct_renter_occupied_units,pct_owner_occupied_units,pct_white,pct_nonwhite,year
43,ZCTA5 02858,,586,156,,0,,38,,0,,0,,0,,0,,,,,586,0,0,-666666666,586,233,0,233,143,90,774,582,0,0,0,192,705,192,69,0,0,44,2858,,,,,,,100.0,0.0,0.0,inf,38.62660944206009,61.37339055793991,75.1937984496124,24.8062015503876,2019
44,ZCTA5 02882,154775.0,6028,769,27025.0,365,9300.0,890,22515.0,228,3130.0,611,14705.0,304,5130.0,139,2655.0,,,,5870,67,12,83600,6467,5870,162,5870,4035,1835,14029,13285,117,0,300,117,13402,130,24,369,0,44,2882,25.676011944260118,32.032627865961196,22.938282647584973,21.6775956284153,,,90.7685170867481,1.0360290706664605,2.7597955706984667,3523.456790123457,31.260647359454858,68.73935264054515,94.69669969349205,5.303300306507948,2019
45,ZCTA5 02891,279720.0,10683,1643,44875.0,1323,28030.0,1243,41640.0,705,11570.0,536,11465.0,235,5875.0,151,3430.0,,,,10104,184,109,70358,11031,9333,721,9333,5932,3401,21143,19588,321,106,511,257,19827,407,295,563,0,44,2891,26.183656276326875,24.58024275118004,27.315195071868583,22.490272373540854,,,91.59641011694316,1.6680264708548638,7.725275902710811,1194.4521497919557,36.44058716382728,63.559412836172726,92.6453199640543,7.3546800359457025,2019
46,ZCTA5 02842,140935.0,8051,1277,25985.0,1030,12945.0,1027,19315.0,408,5095.0,635,6830.0,249,3510.0,42,380.0,136360.0,855.0,1105.0,7580,48,30,74022,8356,6868,391,6868,3761,3107,15936,13425,1062,42,464,489,13914,1335,60,662,118,44,2842,17.505278847348155,16.874729085392286,17.010452961672474,11.69683257918552,17.989445910290236,17.8125,90.7132599329823,0.5744375299186213,5.693069306930694,1656.5217391304348,45.238788584740824,54.76121141525917,84.24322289156626,15.756777108433734,2019
47,ZCTA5 02861,373970.0,13723,2022,57440.0,1976,43910.0,1220,25250.0,714,19415.0,707,14900.0,221,5515.0,108,1910.0,,,,13070,374,41,64833,14001,10095,731,10095,6171,3924,25622,20305,1911,95,765,1066,21182,2626,240,965,93,44,2861,27.251329884136123,25.35017508754377,23.09462254395036,21.998922413793103,,,93.35047496607385,2.671237768730805,7.241208519068847,1280.984952120383,38.870728083209514,61.12927191679049,79.24830224026226,20.751697759737723,2019
48,ZCTA5 02906,328255.0,13797,1449,50670.0,2185,48650.0,2073,47685.0,1569,33195.0,1686,33885.0,692,11110.0,355,6065.0,210505.0,73830.0,6525.0,9149,1292,117,85270,14861,10687,1267,10687,5115,5572,27825,21209,1593,33,3193,1309,22392,1948,107,4060,120,44,2906,23.7917663260129,27.33076499724821,22.207578253706753,18.921362489486963,23.008525521914965,57.143962848297214,61.56382477626001,8.693896776798331,11.855525404697294,743.4885556432517,52.138111724525125,47.861888275474875,76.22282120395329,23.777178796046723,2019
49,ZCTA5 02905,261025.0,11076,1485,37925.0,1440,29135.0,1547,31625.0,779,13860.0,652,12700.0,567,10390.0,241,5830.0,,,,9689,799,163,47942,11545,8880,1177,8880,4168,4712,26174,15426,4812,176,1109,1246,16318,5501,347,1442,56,44,2905,23.566720837847598,22.926495726495727,19.555030094582975,18.941755537325676,,,83.92377652663491,6.9207449112169765,13.254504504504505,654.4604927782498,53.06306306306306,46.93693693693694,58.93634904867425,41.06365095132574,2019
50,ZCTA5 02815,,207,33,,39,,37,,25,,0,,45,,0,,4475.0,-666666666.0,-666666666.0,207,0,0,194450,207,123,0,123,98,25,367,322,0,0,0,45,367,0,0,45,45,44,2815,,,,,21.618357487922705,-inf,100.0,0.0,0.0,inf,20.32520325203252,79.67479674796748,87.73841961852861,12.26158038147139,2019
51,ZCTA5 02831,,1572,280,,253,,256,,168,,79,,0,,0,,,,,1510,46,0,95000,1634,1168,40,1168,1006,162,3277,3179,0,0,36,62,3225,16,62,36,0,44,2831,,,,,,,92.41126070991432,2.8151774785801713,3.4246575342465753,2820.0,13.86986301369863,86.13013698630137,97.009459871834,2.9905401281660056,2019
52,ZCTA5 02859,,3764,693,,338,,259,,44,,170,,92,,7,,,,,3514,15,93,87363,3898,2487,105,2487,1826,661,7070,6747,10,0,106,158,6905,50,21,203,0,44,2859,,,,,,,90.14879425346332,0.38481272447408926,4.2219541616405305,2268.571428571429,26.578206674708483,73.42179332529152,95.43140028288543,4.5685997171145685,2019
53,ZCTA5 02860,554320.0,22285,3135,78925.0,2151,45685.0,2066,46350.0,1162,21730.0,1496,32000.0,649,22610.0,219,5395.0,477220.0,60500.0,6810.0,20569,895,169,43586,22624,18543,3118,18543,6745,11798,46363,24155,10707,354,954,2938,25986,12505,1234,1132,134,44,2860,24.874130581108368,23.573590616723422,21.090458488228006,25.45920745920746,23.20093344353153,67.59776536312849,90.91672560113155,3.955975954738331,16.81497060885509,494.70814624759464,63.62508763414766,36.37491236585234,52.09973470224101,47.900265297758985,2019
54,ZCTA5 02916,113790.0,4849,785,15325.0,893,19170.0,661,16325.0,361,4695.0,324,5780.0,124,2930.0,45,945.0,,,,4665,92,83,80701,5056,3707,218,3707,2705,1002,9238,8620,245,0,69,235,8802,347,44,170,21,44,2916,23.466694163745103,20.557210965435043,20.56751467710372,19.441964285714285,,,92.26661392405063,1.8196202531645569,5.880766118154842,1600.4587155963304,27.02994335041813,72.97005664958188,93.31024031175579,6.689759688244208,2019
55,ZCTA5 02865,213355.0,8794,1561,38880.0,1484,32540.0,1421,38385.0,749,14825.0,586,13565.0,246,4835.0,148,2190.0,193890.0,10175.0,8590.0,8415,128,174,92742,8954,6497,354,6497,4878,1619,17667,16050,237,0,695,360,16410,374,60,858,24,44,2865,24.261428246531725,23.454844006568145,24.52073732718894,22.115384615384617,23.040998217468804,79.4921875,93.98034398034399,1.429528702255975,5.448668616284439,1735.3107344632767,24.919193473911037,75.08080652608896,90.84734250297164,9.152657497028358,2019
56,ZCTA5 02871,209480.0,8507,1021,31355.0,1433,30530.0,1303,28395.0,673,13275.0,551,11110.0,89,2215.0,112,2645.0,199640.0,6045.0,2625.0,8135,157,42,102392,8902,7079,273,7079,5462,1617,17119,16305,253,0,130,378,16643,361,28,306,78,44,2871,24.624426942517925,25.21801140994295,21.088056680161944,20.8203125,24.540872771972957,38.503184713375795,91.38395866097507,1.7636486182880253,3.856476903517446,2493.040293040293,22.842209351603334,77.15779064839666,95.24504936035983,4.754950639640166,2019
